id,rhy_number,species_id,amount,official_harvest,permit_number,point,point_of_time,latitude,longitude,created_at,id-2,gender,age,weight_estimated,fitness_class,antlers_type,antlers_width,antlers_points_left,antlers_points_right,not_edible,harvest_id,weight,weight_measured,antler_points_left,antler_points_right
234492,631,47282,1,TRUE,NULL,NULL,2017-06-09,6657938,282397,2022-09-13 11:36:45.739896+03,637852,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234492,40,NULL,NULL,NULL
234380,621,47282,1,TRUE,NULL,NULL,2017-06-09,6632678,286684,2022-09-13 11:36:45.739896+03,637791,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234380,28,NULL,NULL,NULL
234424,619,47282,1,TRUE,NULL,NULL,2017-06-10,6632988,300024,2022-09-13 11:36:45.739896+03,637725,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234424,35,NULL,NULL,NULL
234566,619,47282,1,TRUE,NULL,NULL,2017-06-10,6634857,310485,2022-09-13 11:36:45.739896+03,637718,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234566,40,NULL,NULL,NULL
234564,619,47282,1,TRUE,NULL,NULL,2017-06-10,6634850,310487,2022-09-13 11:36:45.739896+03,637719,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234564,100,NULL,NULL,NULL
234420,667,47282,1,TRUE,NULL,NULL,2017-06-10,6749985,173219,2022-09-13 11:36:45.739896+03,638014,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234420,45,NULL,NULL,NULL
234643,560,47282,1,TRUE,NULL,NULL,2017-06-10,6798000,198528,2022-09-13 11:36:45.739896+03,637629,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234643,NULL,NULL,NULL,NULL
234419,667,47282,1,TRUE,NULL,NULL,2017-06-10,6750058,173220,2022-09-13 11:36:45.739896+03,638018,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234419,45,NULL,NULL,NULL
234413,627,47282,1,TRUE,NULL,NULL,2017-06-11,6669979,458939,2022-09-13 11:36:45.739896+03,637817,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234413,50,NULL,NULL,NULL
234428,667,47282,1,TRUE,NULL,NULL,2017-06-11,6750016,173066,2022-09-13 11:36:45.739896+03,638019,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234428,0,NULL,NULL,NULL
234429,667,47282,1,TRUE,NULL,NULL,2017-06-11,6750031,173058,2022-09-13 11:36:45.739896+03,638022,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234429,0,NULL,NULL,NULL
234410,625,47282,1,TRUE,NULL,NULL,2017-06-11,6654605,373636,2022-09-13 11:36:45.739896+03,637805,MALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234410,40,NULL,NULL,NULL
234411,627,47282,1,TRUE,NULL,NULL,2017-06-11,6669970,458945,2022-09-13 11:36:45.739896+03,637812,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234411,50,NULL,NULL,NULL
234409,625,47282,1,TRUE,NULL,NULL,2017-06-11,6655231,373094,2022-09-13 11:36:45.739896+03,637806,MALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234409,38,NULL,NULL,NULL
234588,625,47282,1,TRUE,NULL,NULL,2017-06-16,6654572,373632,2022-09-13 11:36:45.739896+03,637810,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234588,40,NULL,NULL,NULL
234651,274,47282,1,TRUE,NULL,NULL,2017-06-16,7177144,373013,2022-09-13 11:36:45.739896+03,637519,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234651,15,NULL,NULL,NULL
234589,620,47282,1,TRUE,NULL,NULL,2017-06-17,6656001,380027,2022-09-13 11:36:45.739896+03,637738,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234589,60,NULL,NULL,NULL
234637,652,47282,1,TRUE,NULL,NULL,2017-06-17,6769066,177673,2022-09-13 11:36:45.739896+03,637859,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234637,NULL,NULL,NULL,NULL
234845,571,47282,1,TRUE,NULL,NULL,2017-06-23,6823064,194470,2022-09-13 11:36:45.739896+03,637647,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234845,34,NULL,NULL,NULL
234846,561,47282,1,TRUE,NULL,NULL,2017-06-23,6861670,203923,2022-09-13 11:36:45.739896+03,637630,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234846,30,NULL,NULL,NULL
234847,561,47282,1,TRUE,NULL,NULL,2017-06-23,6861670,203921,2022-09-13 11:36:45.739896+03,637632,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234847,35,NULL,NULL,NULL
234881,505,47282,1,TRUE,NULL,NULL,2017-06-28,7017548,197409,2022-09-13 11:36:45.739896+03,637588,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,234881,27,NULL,NULL,NULL
235002,505,47282,1,TRUE,NULL,NULL,2017-06-28,7016374,198491,2022-09-13 11:36:45.739896+03,637589,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235002,16,NULL,NULL,NULL
429328,157,47282,1,FALSE,NULL,NULL,2017-07-06,6681083,510178,2022-09-13 11:36:45.739896+03,642799,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,429328,20,NULL,NULL,NULL
235117,204,47282,1,TRUE,NULL,NULL,2017-07-08,7278552,387714,2022-09-13 11:36:45.739896+03,642908,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235117,55,NULL,NULL,NULL
235153,204,47282,1,TRUE,NULL,NULL,2017-07-09,7285482,383992,2022-09-13 11:36:45.739896+03,642909,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235153,75,NULL,NULL,NULL
235152,204,47282,1,TRUE,NULL,NULL,2017-07-09,7286127,384246,2022-09-13 11:36:45.739896+03,642906,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235152,45,NULL,NULL,NULL
235220,652,47282,1,TRUE,NULL,NULL,2017-07-09,6782480,185310,2022-09-13 11:36:45.739896+03,643238,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235220,35,NULL,NULL,NULL
235147,625,47282,1,TRUE,NULL,NULL,2017-07-09,6643247,350250,2022-09-13 11:36:45.739896+03,643219,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235147,100,NULL,NULL,NULL
235221,652,47282,1,TRUE,NULL,NULL,2017-07-09,6782464,185363,2022-09-13 11:36:45.739896+03,643239,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235221,NULL,NULL,NULL,NULL
235222,652,47282,1,TRUE,NULL,NULL,2017-07-09,6780641,184893,2022-09-13 11:36:45.739896+03,643240,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235222,NULL,NULL,NULL,NULL
235219,652,47282,1,TRUE,NULL,NULL,2017-07-09,6782485,185310,2022-09-13 11:36:45.739896+03,643237,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235219,37,NULL,NULL,NULL
235225,619,47282,1,TRUE,NULL,NULL,2017-07-10,6638212,319211,2022-09-13 11:36:45.739896+03,643198,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235225,50,NULL,NULL,NULL
235223,621,47282,1,TRUE,NULL,NULL,2017-07-10,6631889,287928,2022-09-13 11:36:45.739896+03,643208,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235223,50,NULL,NULL,NULL
235224,619,47282,1,TRUE,NULL,NULL,2017-07-10,6632624,308531,2022-09-13 11:36:45.739896+03,643197,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235224,50,NULL,NULL,NULL
235226,619,47282,1,TRUE,NULL,NULL,2017-07-10,6638189,319209,2022-09-13 11:36:45.739896+03,643196,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235226,100,NULL,NULL,NULL
235227,619,47282,1,TRUE,NULL,NULL,2017-07-10,6638234,319217,2022-09-13 11:36:45.739896+03,643195,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235227,150,NULL,NULL,NULL
235451,617,47282,1,TRUE,NULL,NULL,2017-07-16,6667135,428135,2022-09-13 11:36:45.739896+03,643193,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235451,35,NULL,NULL,NULL
235644,617,47282,1,TRUE,NULL,NULL,2017-07-23,6667137,428118,2022-09-13 11:36:45.739896+03,643192,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235644,32,NULL,NULL,NULL
235727,621,47282,1,TRUE,NULL,NULL,2017-07-25,6631242,282073,2022-09-13 11:36:45.739896+03,643209,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235727,100,NULL,NULL,NULL
235732,204,47282,1,TRUE,NULL,NULL,2017-07-26,7284972,384789,2022-09-13 11:36:45.739896+03,642907,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235732,85,NULL,NULL,NULL
235738,505,47282,1,TRUE,NULL,NULL,2017-07-27,7027698,179394,2022-09-13 11:36:45.739896+03,643049,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235738,40,NULL,NULL,NULL
235739,505,47282,1,TRUE,NULL,NULL,2017-07-27,7027698,179394,2022-09-13 11:36:45.739896+03,643051,FEMALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235739,40,NULL,NULL,NULL
235737,505,47282,1,TRUE,NULL,NULL,2017-07-27,7027702,179396,2022-09-13 11:36:45.739896+03,643053,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235737,40,NULL,NULL,NULL
236996,505,47282,1,TRUE,NULL,NULL,2017-08-03,7025871,181270,2022-09-13 11:36:45.739896+03,654086,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236996,40,NULL,NULL,NULL
236826,254,47282,1,TRUE,NULL,NULL,2017-08-06,7234053,406102,2022-09-13 11:36:45.739896+03,651867,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236826,50,NULL,NULL,NULL
239170,668,47282,1,TRUE,NULL,NULL,2017-08-12,6693332,174080,2022-09-13 11:36:45.739896+03,655688,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239170,91,NULL,NULL,NULL
241044,653,47282,1,TRUE,NULL,NULL,2017-08-16,6644633,260519,2022-09-13 11:36:45.739896+03,655266,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,241044,NULL,NULL,NULL,NULL
244877,625,47282,1,TRUE,NULL,NULL,2017-08-22,6654595,373664,2022-09-13 11:36:45.739896+03,655094,FEMALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,244877,50,NULL,NULL,NULL
247173,203,47282,1,FALSE,NULL,NULL,2017-08-26,7401284,517343,2022-09-13 11:36:45.739896+03,651601,FEMALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,247173,140,NULL,NULL,NULL
255556,256,47282,1,TRUE,NULL,NULL,2017-09-02,7236552,401106,2022-09-13 11:36:45.739896+03,677686,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255556,45,NULL,NULL,NULL
254768,253,47282,1,TRUE,NULL,NULL,2017-09-06,7209946,405699,2022-09-13 11:36:45.739896+03,677596,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,254768,50,NULL,NULL,NULL
266340,652,47282,1,TRUE,NULL,NULL,2017-09-26,6766189,185653,2022-09-13 11:36:45.739896+03,682856,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266340,35,NULL,NULL,NULL
269198,305,47282,1,TRUE,NULL,NULL,2017-10-01,7115412,330829,2022-09-13 11:36:45.739896+03,790780,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269198,100,NULL,NULL,NULL
296301,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631488,196243,2022-09-13 11:36:45.739896+03,792988,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296301,80,NULL,NULL,NULL
296265,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631487,196248,2022-09-13 11:36:45.739896+03,792984,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296265,80,NULL,NULL,NULL
296245,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631473,196242,2022-09-13 11:36:45.739896+03,792987,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296245,80,NULL,NULL,NULL
296329,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631511,196255,2022-09-13 11:36:45.739896+03,792989,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296329,90,NULL,NULL,NULL
296386,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631482,196257,2022-09-13 11:36:45.739896+03,792990,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296386,40,NULL,NULL,NULL
296408,668,47282,1,TRUE,NULL,NULL,2017-10-20,6631498,196239,2022-09-13 11:36:45.739896+03,792991,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,296408,40,NULL,NULL,NULL
307752,157,47282,1,TRUE,NULL,NULL,2017-10-23,6675009,496149,2022-09-13 11:36:45.739896+03,791210,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307752,50,NULL,NULL,NULL
307753,157,47282,1,TRUE,NULL,NULL,2017-10-23,6675064,496090,2022-09-13 11:36:45.739896+03,791211,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307753,NULL,NULL,NULL,NULL
307785,667,47282,1,TRUE,NULL,NULL,2017-10-24,6719277,205968,2022-09-13 11:36:45.739896+03,791215,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307785,NULL,NULL,NULL,NULL
307787,667,47282,1,TRUE,NULL,NULL,2017-10-24,6719312,206002,2022-09-13 11:36:45.739896+03,791216,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307787,NULL,NULL,NULL,NULL
307788,667,47282,1,TRUE,NULL,NULL,2017-10-24,6719313,205964,2022-09-13 11:36:45.739896+03,791217,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307788,NULL,NULL,NULL,NULL
307789,667,47282,1,TRUE,NULL,NULL,2017-10-24,6719333,205989,2022-09-13 11:36:45.739896+03,791218,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307789,NULL,NULL,NULL,NULL
307659,667,47282,1,TRUE,NULL,NULL,2017-10-26,6719304,206053,2022-09-13 11:36:45.739896+03,791201,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307659,0,NULL,NULL,NULL
307791,667,47282,1,TRUE,NULL,NULL,2017-10-26,6719298,206016,2022-09-13 11:36:45.739896+03,791219,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307791,NULL,NULL,NULL,NULL
307793,667,47282,1,TRUE,NULL,NULL,2017-10-26,6719277,205988,2022-09-13 11:36:45.739896+03,791220,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307793,NULL,NULL,NULL,NULL
307657,667,47282,1,TRUE,NULL,NULL,2017-10-26,6719294,206064,2022-09-13 11:36:45.739896+03,791200,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307657,0,NULL,NULL,NULL
313729,667,47282,1,TRUE,NULL,NULL,2017-10-26,6719261,205981,2022-09-13 11:36:45.739896+03,791387,UNKNOWN,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313729,NULL,NULL,NULL,NULL
321612,667,47282,1,TRUE,NULL,NULL,2017-10-27,6742826,189170,2022-09-13 11:36:45.739896+03,792683,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,321612,57,NULL,NULL,NULL
318341,667,47282,1,TRUE,NULL,NULL,2017-10-31,6730223,182059,2022-09-13 11:36:45.739896+03,791750,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318341,NULL,NULL,NULL,NULL
332563,668,47282,1,TRUE,NULL,NULL,2017-11-09,6695614,198350,2022-09-13 11:36:45.739896+03,868349,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332563,160,NULL,NULL,NULL
332885,668,47282,1,TRUE,NULL,NULL,2017-11-10,6694285,190551,2022-09-13 11:36:45.739896+03,859883,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332885,62,NULL,NULL,NULL
348123,305,47282,1,TRUE,NULL,NULL,2017-11-16,7115474,333937,2022-09-13 11:36:45.739896+03,842887,FEMALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,348123,150,NULL,NULL,NULL
345560,619,47282,1,TRUE,NULL,NULL,2017-11-20,6630384,298844,2022-09-13 11:36:45.739896+03,861093,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,345560,NULL,NULL,NULL,NULL
361272,658,47282,1,TRUE,NULL,NULL,2017-12-04,6716585,221790,2022-09-13 11:36:45.739896+03,906403,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361272,NULL,NULL,NULL,NULL
364664,667,47282,1,TRUE,NULL,NULL,2017-12-09,6732025,182949,2022-09-13 11:36:45.739896+03,906402,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364664,110,NULL,NULL,NULL
367739,667,47282,1,TRUE,NULL,NULL,2017-12-13,6730416,184355,2022-09-13 11:36:45.739896+03,906019,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367739,80,NULL,NULL,NULL
369868,667,47282,1,TRUE,NULL,NULL,2017-12-15,6737229,183909,2022-09-13 11:36:45.739896+03,906015,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369868,180,NULL,NULL,NULL
367740,667,47282,1,TRUE,NULL,NULL,2017-12-15,6732083,182852,2022-09-13 11:36:45.739896+03,905054,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367740,NULL,NULL,NULL,NULL
378479,659,47282,1,TRUE,NULL,NULL,2017-12-28,6720763,220916,2022-09-13 11:36:45.739896+03,908518,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,378479,140,NULL,NULL,NULL
375297,667,47282,1,TRUE,NULL,NULL,2017-12-29,6732353,184399,2022-09-13 11:36:45.739896+03,906401,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375297,NULL,NULL,NULL,NULL
393601,667,47282,1,TRUE,2018-1-650-01017-4,NULL,2018-01-18,6730422,184307,2022-09-13 11:36:45.739896+03,933681,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,393601,NULL,NULL,NULL,NULL
412054,169,47282,1,TRUE,NULL,NULL,2018-04-16,6693131,537040,2022-09-13 11:36:45.739896+03,946672,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412054,34.8,NULL,NULL,NULL
412051,169,47282,1,TRUE,NULL,NULL,2018-04-16,6692991,537155,2022-09-13 11:36:45.739896+03,946668,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412051,75,NULL,NULL,NULL
412052,169,47282,1,TRUE,NULL,NULL,2018-04-16,6692943,537127,2022-09-13 11:36:45.739896+03,946679,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412052,80,NULL,NULL,NULL
412047,168,47282,1,TRUE,NULL,NULL,2018-04-16,6692364,532909,2022-09-13 11:36:45.739896+03,946648,UNKNOWN,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412047,NULL,NULL,NULL,NULL
412050,169,47282,1,TRUE,NULL,NULL,2018-04-16,6693240,534643,2022-09-13 11:36:45.739896+03,946671,MALE,UNKNOWN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412050,49.9,NULL,NULL,NULL
412037,625,47282,1,TRUE,NULL,NULL,2018-04-16,6644603,350920,2022-09-13 11:36:45.739896+03,947596,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412037,60,NULL,NULL,NULL
412294,169,47282,1,TRUE,NULL,NULL,2018-04-16,6694617,538551,2022-09-13 11:36:45.739896+03,946685,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412294,NULL,NULL,NULL,NULL
412048,169,47282,1,TRUE,NULL,NULL,2018-04-16,6692143,533536,2022-09-13 11:36:45.739896+03,946664,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412048,34.6,NULL,NULL,NULL
411864,571,47282,1,TRUE,NULL,NULL,2018-04-16,6823101,194445,2022-09-13 11:36:45.739896+03,947433,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411864,95,NULL,NULL,NULL
411994,157,47282,1,TRUE,NULL,NULL,2018-04-16,6684832,501457,2022-09-13 11:36:45.739896+03,946516,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411994,40,NULL,NULL,NULL
411992,157,47282,1,TRUE,NULL,NULL,2018-04-16,6684072,497825,2022-09-13 11:36:45.739896+03,946522,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411992,120,NULL,NULL,NULL
411993,157,47282,1,TRUE,NULL,NULL,2018-04-16,6684832,501182,2022-09-13 11:36:45.739896+03,946523,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411993,80,NULL,NULL,NULL
412816,507,47282,1,TRUE,NULL,NULL,2018-04-16,6950315,191311,2022-09-13 11:36:45.739896+03,947134,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412816,12,NULL,NULL,NULL
412817,505,47282,1,TRUE,NULL,NULL,2018-04-17,7029458,174729,2022-09-13 11:36:45.739896+03,947126,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412817,10,NULL,NULL,NULL
413405,623,47282,1,TRUE,NULL,NULL,2018-04-17,6654895,336257,2022-09-13 11:36:45.739896+03,947586,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,413405,27,NULL,NULL,NULL
412292,168,47282,1,TRUE,NULL,NULL,2018-04-17,6691554,527944,2022-09-13 11:36:45.739896+03,946659,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412292,NULL,NULL,NULL,NULL
412782,169,47282,1,TRUE,NULL,NULL,2018-04-17,6700087,535013,2022-09-13 11:36:45.739896+03,946675,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412782,45,NULL,NULL,NULL
412293,168,47282,1,TRUE,NULL,NULL,2018-04-17,6691639,527906,2022-09-13 11:36:45.739896+03,946660,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412293,NULL,NULL,NULL,NULL
412291,169,47282,1,TRUE,NULL,NULL,2018-04-17,6695469,538099,2022-09-13 11:36:45.739896+03,946665,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412291,50,NULL,NULL,NULL
411995,157,47282,1,TRUE,NULL,NULL,2018-04-17,6690642,505017,2022-09-13 11:36:45.739896+03,946515,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,411995,50,NULL,NULL,NULL
412818,505,47282,1,TRUE,NULL,NULL,2018-04-18,7043761,175560,2022-09-13 11:36:45.739896+03,947128,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412818,16,NULL,NULL,NULL
412007,571,47282,1,TRUE,NULL,NULL,2018-04-18,6822917,194684,2022-09-13 11:36:45.739896+03,947418,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412007,16,NULL,NULL,NULL
412819,505,47282,1,TRUE,NULL,NULL,2018-04-19,7055524,193721,2022-09-13 11:36:45.739896+03,947129,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412819,65,NULL,NULL,NULL
412821,506,47282,1,TRUE,NULL,NULL,2018-04-20,7004927,164161,2022-09-13 11:36:45.739896+03,947132,UNKNOWN,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412821,NULL,NULL,NULL,NULL
412484,505,47282,1,TRUE,NULL,NULL,2018-04-21,7029521,172410,2022-09-13 11:36:45.739896+03,947130,MALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412484,100,NULL,NULL,NULL
412266,617,47282,1,TRUE,NULL,NULL,2018-04-21,6668732,449074,2022-09-13 11:36:45.739896+03,947541,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412266,20,NULL,NULL,NULL
412335,168,47282,1,TRUE,NULL,NULL,2018-04-22,6694138,525861,2022-09-13 11:36:45.739896+03,946644,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412335,29-Sep,NULL,NULL,NULL
412267,617,47282,1,TRUE,NULL,NULL,2018-04-22,6668674,449088,2022-09-13 11:36:45.739896+03,947544,FEMALE,ADULT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412267,40,NULL,NULL,NULL
412648,653,47282,1,TRUE,NULL,NULL,2018-04-22,6660830,259546,2022-09-13 11:36:45.739896+03,947624,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412648,13,NULL,NULL,NULL
412340,157,47282,1,TRUE,NULL,NULL,2018-04-23,6686405,497208,2022-09-13 11:36:45.739896+03,946524,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412340,35,NULL,NULL,NULL
412325,157,47282,1,TRUE,NULL,NULL,2018-04-23,6692195,496909,2022-09-13 11:36:45.739896+03,946518,FEMALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412325,40,NULL,NULL,NULL
412341,157,47282,1,TRUE,NULL,NULL,2018-04-23,6688711,492603,2022-09-13 11:36:45.739896+03,946519,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412341,40,NULL,NULL,NULL
412342,157,47282,1,TRUE,NULL,NULL,2018-04-23,6686934,499522,2022-09-13 11:36:45.739896+03,946521,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412342,40,NULL,NULL,NULL
412339,157,47282,1,TRUE,NULL,NULL,2018-04-23,6689073,501361,2022-09-13 11:36:45.739896+03,946514,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412339,40,NULL,NULL,NULL
412492,168,47282,1,TRUE,NULL,NULL,2018-04-23,6695166,524312,2022-09-13 11:36:45.739896+03,946646,MALE,YOUNG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412492,30,NULL,NULL,NULL
