ti_pkoord,ti_ikoord,ti_halyks,rhy_nimi_perus,ti_tilastopaiva,ti_tilastovuosi,ti_kategoria_id,kat_kategoria,ti_luokka_id,luo_luokka,ti_laji_id,la_laji,ti_ominaisuus_id,om_ominaisuus,ti_omtark1_id,ot1_tarkenne,ti_omtark2_id,ot2_tarkenne,ti_maara,om_dimensio,ti_origin_id,ti_tuottaja,ti_aikaleima,ti_piiri_nro,ti_hakemus_vuosi,ti_hakemus_numero,ti_elain_nro,ti_osakas_id
6732172,192955,667,Vakka-Suomi,12/01/2007,2007,LUPAMMM,MMM poikkeusluvat,30/34,30/34 tappaminen kalataloudelle aiheutuvan erityisen merkittävän vahingon ehkäisemiseksi,HALLI,Halli,SAALIS,Saalis,,,,,0,yksilöä,LOMAKE_ID_19,900,22/02/2007 15:56,1000,2007,234/722,0,
6732172,192955,667,Vakka-Suomi,23/11/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2007,153,34,20070522093107
6732172,192955,667,Vakka-Suomi,20/08/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,12,yksilöä,LUPAHALLIN,650,15/06/2009 10:06,650,2008,195,34,20080819111894
6732172,192955,667,Vakka-Suomi,08/11/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,5,yksilöä,LUPAHALLIN,650,20/09/2010 08:10,650,2010,10,34,20100507131110
6732172,192955,667,Vakka-Suomi,14/08/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,20,yksilöä,LUPAHALLIN,650,07/07/2010 11:12,650,2009,212,34,20090813133496
6732172,192955,667,Vakka-Suomi,12/01/2007,2007,LUPAMMM,MMM poikkeusluvat,30/34,30/34 tappaminen kalataloudelle aiheutuvien merkittävien vahinkojen ehkäisemiseksi,HALLI,Halli,SAALIS,Saalis,,,,,0,yksilöä,LOMAKE_ID_19,900,22/02/2007 15:56,1000,2007,234/722,0,
6732172,192955,667,Vakka-Suomi,10/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,8,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,207,34,20070810133551
6732172,192955,667,Vakka-Suomi,14/08/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,03/12/2009 08:42,650,2009,204,34,20090814123053
6732172,192955,667,Vakka-Suomi,05/11/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2007,87,34,20070504132148
6732172,192955,667,Vakka-Suomi,03/08/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,19/08/2005 10:00,650,2004,217,34,20040802152615
6732172,192955,667,Vakka-Suomi,17/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,217,34,20070817115207
6732172,192955,667,Vakka-Suomi,12/01/2007,2007,LUPAMMM,MMM poikkeusluvat,30/34,30/34 tappaminen kalataloudelle aiheutuvan merkittävän vahingon ehkäisemiseksi,HALLI,Halli,SAALIS,Saalis,,,,,0,yksilöä,LOMAKE_ID_19,900,22/02/2007 15:56,1000,2007,234/722,0,
6732172,192955,667,Vakka-Suomi,10/08/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,5,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,199,34,20060810122125
6732172,192955,667,Vakka-Suomi,08/08/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,22/08/2006 12:35,650,2005,205,34,20050805144602
6674196,198952,668,Turunmaan saaristo,10/08/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,200,34,20060810123764
6674196,198952,668,Turunmaan saaristo,11/08/2000,2000,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,NAARAS,Naaras,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,19/06/2002 10:37,650,2000,59,34,20000707113940
6674196,198952,668,Turunmaan saaristo,16/10/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/09/2010 07:33,650,2010,7,34,20100414112880
6674196,198952,668,Turunmaan saaristo,05/09/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,6,yksilöä,LUPAHALLIN,650,22/08/2006 12:35,650,2005,223,34,20050905104424
6674196,198952,668,Turunmaan saaristo,29/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,6,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,228,34,20070829103576
6674196,198952,668,Turunmaan saaristo,17/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,218,34,20070817124326
6674196,198952,668,Turunmaan saaristo,02/08/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,5,yksilöä,LUPAHALLIN,650,19/08/2005 10:00,650,2004,211,34,20040802150862
6674196,198952,668,Turunmaan saaristo,28/08/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,211,34,20060828123438
6674196,198952,668,Turunmaan saaristo,21/10/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/09/2010 07:33,650,2010,9,34,20100419105049
6674196,198952,668,Turunmaan saaristo,31/08/2001,2001,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,07/10/2002 10:16,650,2001,190,34,20010727112147
6674196,198952,668,Turunmaan saaristo,02/08/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,19/08/2005 10:00,650,2004,213,34,20040802151516
6674196,198952,668,Turunmaan saaristo,06/10/2002,2002,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,02/12/2003 12:20,650,2002,220,34,
6674196,198952,668,Turunmaan saaristo,13/09/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,218,34,20060913103036
6674196,198952,668,Turunmaan saaristo,10/08/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,204,34,20060810142191
6674196,198952,668,Turunmaan saaristo,08/08/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,26/09/2006 08:46,650,2005,209,34,20050805146134
6674196,198952,668,Turunmaan saaristo,13/08/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/09/2010 07:33,650,2009,210,34,20090813132436
6674196,198952,668,Turunmaan saaristo,03/08/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,5,yksilöä,LUPAHALLIN,650,19/08/2005 10:00,650,2004,221,34,20040803120725
6674196,198952,668,Turunmaan saaristo,01/09/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,11/07/2005 12:16,650,2004,234,34,20040901135047
6674196,198952,668,Turunmaan saaristo,08/08/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,6,yksilöä,LUPAHALLIN,650,22/08/2006 12:35,650,2005,203,34,20050805142814
6674196,198952,668,Turunmaan saaristo,16/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,6,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,212,34,20070816142735
6674196,198952,668,Turunmaan saaristo,02/08/2004,2004,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,19/08/2005 10:00,650,2004,212,34,20040802151057
6674196,198952,668,Turunmaan saaristo,17/09/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,15/06/2009 10:06,650,2008,210,34,20080917111739
6674196,198952,668,Turunmaan saaristo,16/10/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,6,yksilöä,LUPAHALLIN,650,21/09/2010 07:33,650,2010,5,34,20100414111051
6674196,198952,668,Turunmaan saaristo,20/08/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,4,yksilöä,LUPAHALLIN,650,29/06/2009 08:42,650,2008,201,34,20080819124680
6674196,198952,668,Turunmaan saaristo,01/09/2003,2003,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,28/11/2003 08:06,650,2003,217,34,20030901092041
6674196,198952,668,Turunmaan saaristo,20/08/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,15/06/2009 10:06,650,2008,191,34,20080819110856
6674196,198952,668,Turunmaan saaristo,13/10/2002,2002,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,19/08/2003 10:57,650,2003,96,34,20030410145074
6674196,198952,668,Turunmaan saaristo,08/08/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,26/09/2006 08:46,650,2005,208,34,20050805145763
6674196,198952,668,Turunmaan saaristo,20/08/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,01/09/2009 14:07,650,2008,190,34,20080819111423
6674196,198952,668,Turunmaan saaristo,20/08/2008,2008,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,14/08/2009 14:56,650,2008,202,34,20080819124801
6674196,198952,668,Turunmaan saaristo,27/10/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,21/09/2010 07:33,650,2009,233,34,20091027085206
6674196,198952,668,Turunmaan saaristo,24/11/2003,2003,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,3,yksilöä,LUPAHALLIN,650,06/07/2004 13:13,650,2003,227,34,20031124102044
6674196,198952,668,Turunmaan saaristo,08/08/2005,2005,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,11/09/2006 08:50,650,2005,202,34,20050805142989
6674196,198952,668,Turunmaan saaristo,17/08/2007,2007,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,11/09/2008 10:54,650,2007,223,34,20070817125755
6674196,198952,668,Turunmaan saaristo,25/09/2006,2006,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,1,yksilöä,LUPAHALLIN,650,21/08/2007 14:42,650,2006,220,34,20060925113659
6674196,198952,668,Turunmaan saaristo,18/01/2006,2006,LUPAMMM,MMM poikkeusluvat,30/30,30/30 tappaminen vahinkojen vuoksi,HALLI,Halli,SAALIS,Saalis,UROS,Uros,,,0,yksilöä,LOMAKE_ID_19,900,13/02/2006 08:35,1000,2006,244/722,0,
6674196,198952,668,Turunmaan saaristo,14/08/2009,2009,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,2,yksilöä,LUPAHALLIN,650,06/11/2009 10:46,650,2009,209,34,20090813131729
6674196,198952,668,Turunmaan saaristo,23/12/2003,2003,RIISTA,Riista,RIISHYLKEE,Merihylkeet,HALLI,Halli,SAALIS,Saalis,UROS,Uros,AIK,Aikuinen,4,yksilöä,LUPAHALLIN,650,11/08/2004 11:27,650,2003,231,34,20031223131121
