"","Fer_Q","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
"2",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"4",NA,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,51920,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700,76700
"5",NA,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0,0,0,0,0,0,0,0,0,0,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519,0.33519
"6",NA,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,32884.712,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424,33038.4424
"7",NA,34448.9038292847,34348.2125250361,33762.5004404597,34712.7111585829,34056.5791305747,34610.0696153924,35140.4993083045,33378.4206214448,34666.5599245896,34692.2893342309,33151.1536226092,34245.6082554338,33498.5246979266,32969.5368795831,32725.7380806717,32730.6712718884,33847.9744663217,32819.1677258234,33933.0484565089,32678.4817851195,34765.3673966433,34823.709307504,35446.2531599071,34202.0182009016,34414.4829581256,33703.179847817,34141.6322901575,34867.0448734898,34413.3072372642,34434.0050109511,33627.3136176924,32028.1440774103,32382.4235794671,33069.4845519889,32545.6622636983,33076.7847232907,32512.2098315194,32630.8411010734,32391.4866617025,33937.8285057498,35085.3594402665,34127.0706869028,34145.111097411,34409.1999752056,33838.9106749771,33198.869569287,34890.8198079962,33379.5803349746,33368.6976231042,33536.3308214863,32997.3472534267,33343.3163504173,33254.06103168,32364.1538985476,32587.2981649037,32375.7514364773,31642.1379513568,32771.5939308448,33363.4635259924,32708.7517760442,34613.5904797073,35062.7740963474,34911.7625158313,34574.1876887823,34578.5593489484,34747.697706269,34206.6645290593,34435.8710964298,34286.0369018786,34288.7256102671,32817.7485352071,32768.2039410257,33006.728835877,32953.2007155087,33853.257271277,32608.7516333934,32171.7444773847,32426.0424618626,32896.2971864244,33434.8903652182,35228.2650307187,33844.0116632841,34098.5466960286,34563.0603470442,34074.7755074711,33892.6087569602,34634.8087396385,33952.9526917521,34802.1586527185,35646.7026994593,32372.050893042,33613.4208009233,33577.7711604218,31649.3348676697,32817.1691423388,34035.140218343,32881.6282735814,33167.4924535099,32395.2770447154,32837.2322432483,34473.4116796263,35066.489322275,34735.4957417972,34828.8301752787,33586.1830625653,34175.6367185621,35363.7149191125,35088.3679910674,34005.6552978358,34537.8954460355,32796.2817378267,33125.4933537313,32378.1581726023,32241.7009831248,32608.9951416701,33802.035329793,32832.0011109435,32897.8733754706,32582.5729159055,31909.129806339,33341.8256913966,33970.9336636588,33680.1234854662,33553.3665930339,34367.054530737,32933.0719807258,32946.6377178446,32059.5091001423,33616.4032376402,33151.6701615746,31310.7029594084,31240.7835436919,31935.8979459637,31510.6347980895,31962.0659048104,31983.7836669032,31254.5206135703,32417.0264339253,30931.226510151,32496.5798917606,33344.630187923,33070.8321554268,33900.0009490294,33330.0127754881,33002.545046903,33331.8864557883,33534.511792703,33751.9838818109,32059.3476377818,33616.8285559857,31257.3636116413,31942.0600089318,31048.7730251242,30645.9806869689,31518.8695558205,31583.0856613999,32380.0322516584,31843.8841460294,32358.0677251554,32482.1026033143,32592.9575187791,32378.675237997,33604.1010903352,32838.8921213236,32221.9237921458,32521.5649368568,32858.311799084,32171.1307361673,33151.5215598466,32059.4196199332,32492.3526074566,32242.7985253698,31199.3845189999,31437.2147523141,31168.8246945862,31835.204516447,30325.5307405563,31945.7671670451,31338.4047602927,32033.3824080799,33297.0294090969,33817.3608231287,33478.3155238757,31967.2385804442,33797.8817580532,32424.6094720209,32951.9386739391,33534.8724175296,33428.8629298683,32756.1602247985,31713.8716289377,31806.8695653318,31670.4694438309,31768.3483982583,31214.3307952992,31171.2594516105,31945.6316995457,32183.6451720224,32084.5870314254,32237.4659052174,34401.4860001677,33924.566976348,32615.3337115164,33851.2399215242,33775.4642466117,32792.3905415761,33489.0086593567,34471.0384886758,33444.9622430814,32351.3867936789,30845.4962841378,31786.4626138553,31403.740828732,31403.7802747388,32684.7846985274,31775.0097088803,31841.3287184792,31041.9907245289,30959.9923397456,31496.6406116349,32635.807840374,32795.4715344422,33498.0599964499,32926.1766066807,32590.3874717593,33788.2994756943,33026.5634289728,32796.8638987326,33976.9534751952,33143.3966749698,32046.8366528328,31010.7792184387,32481.8908743224,32066.2272087878,31910.5956482653,31484.5521408075,31904.4431641356,31311.2852221575,32337.6477212503,31588.9303666476,33638.3511147504,32924.0700201648,32815.3225220232,33086.5738471085,32872.4099392471,31389.7674160636,32503.5017375404,31810.816568974,32047.0522710899,32858.6129940498,31522.2156973201,30534.6102491034,31150.2598500258,30926.2959720666,30607.4092760626,30777.8574308897,31278.0661650103,31240.1422499116,30940.1370389495,31318.883266392,32450.451517334,32950.5989813871,32082.280446979,31826.9903866011,32414.109200584,32426.0900516656,31275.5452845303,33104.4116082923,32535.2389213352,32039.0956895911,32031.2898677607,30271.7451688765,31111.2017955695,32135.9796812924,31176.6561154572,31338.4754771854,29908.2933650155,31917.1736280917,32112.4900471705,31790.4743555774,32112.1431123177,31883.0375855271,32315.7493063127,33011.6953313818,32284.4045343262,32232.351065428,31427.9126161412,32568.033713741,32247.1750566837,32065.5037906275,30666.3112337018,30080.0088889252,31014.626464794,30603.9155130762,31777.8233703914,31073.9781797492,30811.4350648851,31045.6041748548,31108.4459707644,31553.2383997219,32586.2414582495,31143.928876611,32104.5103495146,33076.5939597653,32145.5369522932,32165.5667284549,32041.6330217192,32942.8192224211,32134.7478095713,32825.4822404448,31141.2285223666,30688.3528786336,30972.1140083293,31195.6883805913,31027.3618945938,31288.3884296559,31217.495605897,30850.5683313346,31339.7686305419,30666.0649511075,33711.2092083246,32816.296457124,32916.7715267746,32768.0850862814,33829.9654808551,32352.697983241,32733.3213153908,32440.6394108386,33579.9386252861,32802.4232778627,30421.210603583,31309.2032879185,31606.2645811755,31880.2622566269,30504.6578376901,31383.3494991954,30867.2084977024,30149.6076719085,30437.6136148665,31121.7871387896,32584.1299231739,32987.3390723089,32883.664526653,32711.2723221076,33124.0443149305,31785.774397574,32619.6223533797,32512.9974309716,32610.2387667462,32764.2036478859,31245.9784725199,30845.5876524162,30043.2773468004,30845.496383097,30119.2970209229,30567.4488007799,31344.4598462356,31220.0667540257,31241.7935163927,31003.4719440491
"8",NA,35457.9598740871,35532.100481111,35679.6210484358,35584.7575542528,35186.6034701155,35628.0186064842,35600.5485094376,34248.071787331,35732.6358661442,35264.5758385586,34267.9678146588,35405.7700763818,34089.5561225136,33686.4060924961,32556.8327012577,33623.4630129214,34390.1540428153,32571.6771086664,35181.9272531422,33729.5606120896,37106.6919218272,35617.1136274397,37363.7432117042,35107.3436112143,36274.1195471908,33783.7351328027,35651.0715853946,36175.8549146553,36262.6277799093,35538.3836930297,34305.5341374214,32648.0295404617,32486.4850633275,32877.4100047246,33185.0000884191,33686.4566081137,32697.2618409351,33866.3857560477,33250.3152405107,34653.537697488,35949.45143315,35676.2794751523,35342.5606105368,35666.4098035619,34762.2028319705,34007.741733598,36296.4103177377,34592.5516910474,34259.1103789627,34633.8676162553,33307.75405284,34372.1451960896,34693.9064828898,32286.1838935149,32975.2133461114,33039.0406147563,32790.0203037839,33648.2034506799,34959.8474909235,33666.235196388,35141.0333824878,35821.9768408943,36144.1350568751,36354.2454270186,35827.0079532376,36071.098235207,35211.7985102912,35612.7664799061,34887.4057338167,35717.0553230778,33088.2809583104,32998.436464026,32961.2429094273,33712.7129077732,34417.8975733012,33884.5356185713,32391.5504984181,33783.8486895031,33043.0683496861,34605.3295204673,36581.6848829816,34120.1500647826,36276.9629812302,35956.6063570364,35377.2843069651,35030.1605778315,35470.664918584,35960.4812018335,37229.0707156521,37104.2678139696,33310.1409866673,33661.4082308633,33987.7267246897,32634.1781368935,33125.707221915,34381.5954617794,33227.6493553522,33756.0633277989,32169.4968335449,33926.7856370427,35812.7014727198,36277.339911063,36181.2580431472,35379.5502004494,35382.1859671997,36160.272296589,36285.8803201841,37133.491540981,36578.3795660047,35294.82003919,33405.7773391959,33640.3960301543,32993.0191109873,33680.9566959244,33222.1049680711,34330.7099128688,34429.7161035271,33984.9684258206,32738.7148757644,31955.9908325967,33893.2615364014,33735.8079864757,33333.9160997148,34805.1188521621,34153.7092992575,31979.3741560772,33106.4846194373,32561.9625459624,33034.1914930043,32948.011100136,29996.6260263593,30541.8257037876,30834.042506739,31371.1606610408,31866.8013927662,31117.6589484135,30831.2110283261,31773.9789765311,31039.6851767353,32174.3027155523,34186.9032537479,33574.407284452,34074.4908381613,33427.8825349672,33520.7636425757,33863.8437448952,34040.9460302369,34268.6140389149,33099.3937333259,33474.1618065646,30412.5096632805,31132.5724866513,30825.9559817346,29482.3254566599,30550.6162668104,31326.1050574661,32077.2424388891,31616.2993954562,31644.2093017977,32945.1393541153,32147.9746343185,32001.6336851931,33689.2411929556,33461.0511878521,31894.3806140059,32661.345383296,32301.5077746004,31799.8512051011,32775.1843892249,31922.0861041551,32257.845228055,32912.2951339915,30431.8892630236,30320.3184746915,31044.4603179159,30853.4844876846,29531.3642564988,31639.5463542688,31011.5807001681,31552.8318496746,33322.0883622086,33848.6970310586,33805.5187727291,32099.3840237849,32797.4011384042,31741.0818590305,33107.9359420632,32486.0171653175,32923.2099418975,32366.7867481345,31818.8202263703,30436.9190642012,30865.1698678124,30914.9577323909,29517.5087089741,30500.2973391709,31637.3797702263,31049.4370079185,31197.1031747585,31351.0148701115,34789.3012918631,34377.2662473662,33136.80914713,34363.3430435396,34437.6253898007,32511.6516107847,32926.8249452839,33764.7971633207,33715.1102872742,33184.8114368121,30532.8352848,31668.3780314932,31148.0109813241,30115.0038222083,32749.1423505175,30405.2215738065,31135.9431773015,30325.3382124899,31323.1960615269,31105.8966370596,31512.4492938678,32596.2353222281,32628.9345891442,33712.6420091754,32829.9234405484,34434.558146568,33621.1265513107,32748.1493040046,33785.255968777,33227.834581292,31159.676746951,30995.2076329423,32451.9757576516,31500.1574343149,31531.0953352671,31088.0089569547,31456.2334472418,29882.8154030293,31642.797506298,30393.799509054,33915.5263002889,32284.2766274751,31784.0717395868,32628.984337109,32690.0328658921,30763.4725945334,33087.5633329776,31224.3665106167,31691.444228807,31706.1292453646,30395.0208232682,29558.6344588858,29653.9379498646,28949.3341168731,30169.3743525248,30128.6219544225,30883.1936707187,30753.9493559391,30589.4994337863,29955.7797122241,31077.56477125,32194.05206454,30346.7639831763,31532.6679761983,32518.6999076393,30799.9532781684,30027.774435647,32168.1583745798,31479.4273680814,32179.210795014,29578.0631395193,29147.7677559034,30036.9043151897,30615.3266705597,29382.692094223,30918.6607800986,29516.8077443043,29820.8030931742,30365.6011883252,31051.528766721,31671.1483329553,30935.1928673398,31891.7332125951,32343.3837460827,31810.2925204814,32042.6049037682,31101.6986983005,32471.4207359544,31417.804363951,30984.9960611945,28469.1499379085,28695.2306972101,30292.0837593745,29894.7024921827,30272.0496666364,29860.5460468653,30159.6549208634,29614.728703375,29802.0294187419,30017.5287624723,32876.8973801921,29962.1258806684,31734.907258114,31050.4841082228,31077.2060456207,31408.5558205172,31593.3011012288,31915.2981047076,31246.020945948,32382.8372475364,29519.8441229431,28953.373872399,29979.8159285535,29360.652027982,29108.355057315,30528.6624670232,29876.7499007105,29751.8916556106,31445.6688130646,29195.90556966,33598.2949944601,33275.4584135061,33072.8339140154,31652.5665671604,33145.345473675,31281.902196529,32072.078783965,32718.8360553824,33266.3471447825,33584.9844032478,29628.068413383,30715.0946426432,31434.8862499743,30454.7986213853,28637.2193781214,30177.9419607062,29080.2458795154,29045.9788765011,28085.8881519545,30198.9124799236,32427.9102528517,31663.0743058118,32087.1205527137,31198.6432684223,32036.4182752145,31359.6181898355,32825.9928018517,33119.9659180825,32221.7475705619,31662.578093351,30935.4716244689,30417.7116933306,28931.4243987851,29984.7233184088,30053.9411699274,28974.648116187,30756.0959801254,29440.2950844809,28961.5326497481,29006.5622357312
