"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"803","3600","Female","Mean of historical",2030,46464.3,56407.5,67832.625,"3600 Female Mean of historical"
"804","4800","Female","Mean of historical",2030,38730.85,48580,60009.05,"4800 Female Mean of historical"
"805","0","Historical","+0.2g/yr",2030,69367.425,79517.5,90859.375,"0 Historical +0.2g/yr"
"806","1311","Historical","+0.2g/yr",2030,66485.925,76645.5,87860.5,"1311 Historical +0.2g/yr"
"807","2400","Historical","+0.2g/yr",2030,55896.425,65735,76930.35,"2400 Historical +0.2g/yr"
"808","3050","Historical","+0.2g/yr",2030,52002.325,61849.5,73136.05,"3050 Historical +0.2g/yr"
"809","3600","Historical","+0.2g/yr",2030,48690.775,58668,69778.125,"3600 Historical +0.2g/yr"
"810","4800","Historical","+0.2g/yr",2030,41680.375,51392.5,62651.275,"4800 Historical +0.2g/yr"
"811","0","Pup","+0.2g/yr",2030,69370.025,79566.5,91014.225,"0 Pup +0.2g/yr"
"812","1311","Pup","+0.2g/yr",2030,66735.6,76766,87998.625,"1311 Pup +0.2g/yr"
"813","2400","Pup","+0.2g/yr",2030,56272.55,66420,77640.9,"2400 Pup +0.2g/yr"
"814","3050","Pup","+0.2g/yr",2030,52515.975,62851.5,73905.05,"3050 Pup +0.2g/yr"
"815","3600","Pup","+0.2g/yr",2030,49774.825,59594,70736.575,"3600 Pup +0.2g/yr"
"816","4800","Pup","+0.2g/yr",2030,42558.8,52630.5,64305.075,"4800 Pup +0.2g/yr"
"817","0","Adult","+0.2g/yr",2030,69390.425,79638,90899.85,"0 Adult +0.2g/yr"
"818","1311","Adult","+0.2g/yr",2030,66265.625,76574,87843.05,"1311 Adult +0.2g/yr"
"819","2400","Adult","+0.2g/yr",2030,55163,65192,76337.35,"2400 Adult +0.2g/yr"
"820","3050","Adult","+0.2g/yr",2030,51093.75,61152,72293.8,"3050 Adult +0.2g/yr"
"821","3600","Adult","+0.2g/yr",2030,47496.225,57570,69007.675,"3600 Adult +0.2g/yr"
"822","4800","Adult","+0.2g/yr",2030,39682.2,50028,61158.775,"4800 Adult +0.2g/yr"
"823","0","Male","+0.2g/yr",2030,69248.85,79582,90954.225,"0 Male +0.2g/yr"
"824","1311","Male","+0.2g/yr",2030,66818.8,76943.5,88287.45,"1311 Male +0.2g/yr"
"825","2400","Male","+0.2g/yr",2030,56727.075,67032,78318.725,"2400 Male +0.2g/yr"
"826","3050","Male","+0.2g/yr",2030,53422.625,63534,74982.05,"3050 Male +0.2g/yr"
"827","3600","Male","+0.2g/yr",2030,50581.15,60481.5,71986.35,"3600 Male +0.2g/yr"
"828","4800","Male","+0.2g/yr",2030,43736.65,53656,65403.9,"4800 Male +0.2g/yr"
"829","0","Female","+0.2g/yr",2030,69485.725,79519,90972.925,"0 Female +0.2g/yr"
"830","1311","Female","+0.2g/yr",2030,66488.575,76479,87720.5,"1311 Female +0.2g/yr"
"831","2400","Female","+0.2g/yr",2030,54706.075,64653,75952.45,"2400 Female +0.2g/yr"
"832","3050","Female","+0.2g/yr",2030,50645.825,60655,71773.875,"3050 Female +0.2g/yr"
"833","3600","Female","+0.2g/yr",2030,46936.725,57030,68280.575,"3600 Female +0.2g/yr"
"834","4800","Female","+0.2g/yr",2030,39084.85,49297,60672.8,"4800 Female +0.2g/yr"
"835","0","Historical","-0.2g/yr",2030,68045.3,78240.5,89396.1,"0 Historical -0.2g/yr"
"836","1311","Historical","-0.2g/yr",2030,65343.925,75383.5,86737.325,"1311 Historical -0.2g/yr"
"837","2400","Historical","-0.2g/yr",2030,54681.875,64611,75683.8,"2400 Historical -0.2g/yr"
"838","3050","Historical","-0.2g/yr",2030,50872.8,60783.5,71949.8,"3050 Historical -0.2g/yr"
"839","3600","Historical","-0.2g/yr",2030,47745.55,57608,68757.95,"3600 Historical -0.2g/yr"
"840","4800","Historical","-0.2g/yr",2030,40529.775,50415.5,61488.575,"4800 Historical -0.2g/yr"
"841","0","Pup","-0.2g/yr",2030,68203.5,78196,89668.725,"0 Pup -0.2g/yr"
"842","1311","Pup","-0.2g/yr",2030,65257.625,75477.5,86787.875,"1311 Pup -0.2g/yr"
"843","2400","Pup","-0.2g/yr",2030,55344.075,65148,76034.65,"2400 Pup -0.2g/yr"
"844","3050","Pup","-0.2g/yr",2030,51823.475,61461,72523.125,"3050 Pup -0.2g/yr"
"845","3600","Pup","-0.2g/yr",2030,48805.675,58344.5,69543.8,"3600 Pup -0.2g/yr"
"846","4800","Pup","-0.2g/yr",2030,41793.25,51592.5,62762.425,"4800 Pup -0.2g/yr"
"847","0","Adult","-0.2g/yr",2030,68128.675,78230,89293.675,"0 Adult -0.2g/yr"
"848","1311","Adult","-0.2g/yr",2030,65281.875,75218,86410.725,"1311 Adult -0.2g/yr"
"849","2400","Adult","-0.2g/yr",2030,54281.925,63888,75225.075,"2400 Adult -0.2g/yr"
"850","3050","Adult","-0.2g/yr",2030,50074.925,59923,71065.625,"3050 Adult -0.2g/yr"
"851","3600","Adult","-0.2g/yr",2030,46751.6,56646,67819.925,"3600 Adult -0.2g/yr"
"852","4800","Adult","-0.2g/yr",2030,39443.775,49072.5,60117,"4800 Adult -0.2g/yr"
"853","0","Male","-0.2g/yr",2030,68118.375,78266.5,89627.2,"0 Male -0.2g/yr"
"854","1311","Male","-0.2g/yr",2030,65439.95,75626.5,87014.9,"1311 Male -0.2g/yr"
"855","2400","Male","-0.2g/yr",2030,56106.175,65739.5,76887.1,"2400 Male -0.2g/yr"
"856","3050","Male","-0.2g/yr",2030,52404.6,62254,73225.9,"3050 Male -0.2g/yr"
"857","3600","Male","-0.2g/yr",2030,49478.575,59349,70273.25,"3600 Male -0.2g/yr"
"858","4800","Male","-0.2g/yr",2030,42871.9,52706,63810.025,"4800 Male -0.2g/yr"
"859","0","Female","-0.2g/yr",2030,68038.9,78185.5,89392.15,"0 Female -0.2g/yr"
"860","1311","Female","-0.2g/yr",2030,65122.475,75187,86427.95,"1311 Female -0.2g/yr"
"861","2400","Female","-0.2g/yr",2030,53772.825,63621,74600.575,"2400 Female -0.2g/yr"
"862","3050","Female","-0.2g/yr",2030,49644.775,59446.5,70543.9,"3050 Female -0.2g/yr"
"863","3600","Female","-0.2g/yr",2030,46188.225,55946,66905.425,"3600 Female -0.2g/yr"
"864","4800","Female","-0.2g/yr",2030,38293.925,48350,59324.15,"4800 Female -0.2g/yr"
"865","0","Historical","+4g in 2025",2030,72543.65,84274,97874.375,"0 Historical +4g in 2025"
"866","1311","Historical","+4g in 2025",2030,70042.875,81338,94791.625,"1311 Historical +4g in 2025"
"867","2400","Historical","+4g in 2025",2030,59555.45,70535.5,83533.025,"2400 Historical +4g in 2025"
"868","3050","Historical","+4g in 2025",2030,55348.9,66604,79692.625,"3050 Historical +4g in 2025"
"869","3600","Historical","+4g in 2025",2030,52391.45,63284.5,76169.8,"3600 Historical +4g in 2025"
"870","4800","Historical","+4g in 2025",2030,45005.325,55836.5,68862.65,"4800 Historical +4g in 2025"
"871","0","Pup","+4g in 2025",2030,72549.775,84323,97626.2,"0 Pup +4g in 2025"
"872","1311","Pup","+4g in 2025",2030,70422.375,81658,94878.225,"1311 Pup +4g in 2025"
"873","2400","Pup","+4g in 2025",2030,60293.575,71078.5,84438.875,"2400 Pup +4g in 2025"
"874","3050","Pup","+4g in 2025",2030,56471.725,67340,80535.95,"3050 Pup +4g in 2025"
"875","3600","Pup","+4g in 2025",2030,53365.025,64168,77121.025,"3600 Pup +4g in 2025"
"876","4800","Pup","+4g in 2025",2030,46634.875,57111.5,70319.05,"4800 Pup +4g in 2025"
"877","0","Adult","+4g in 2025",2030,72575.875,84261.5,97685.425,"0 Adult +4g in 2025"
"878","1311","Adult","+4g in 2025",2030,70001.925,81310.5,94862.075,"1311 Adult +4g in 2025"
"879","2400","Adult","+4g in 2025",2030,58914.475,69743.5,82565,"2400 Adult +4g in 2025"
"880","3050","Adult","+4g in 2025",2030,54814.3,65607,78694.4,"3050 Adult +4g in 2025"
"881","3600","Adult","+4g in 2025",2030,51576.8,62125.5,74791.7,"3600 Adult +4g in 2025"
"882","4800","Adult","+4g in 2025",2030,43424.2,54341,67373.375,"4800 Adult +4g in 2025"
"883","0","Male","+4g in 2025",2030,72587.825,84297,97609.475,"0 Male +4g in 2025"
"884","1311","Male","+4g in 2025",2030,70382.25,81752,95131.55,"1311 Male +4g in 2025"
"885","2400","Male","+4g in 2025",2030,60792.5,71715,85040.7,"2400 Male +4g in 2025"
"886","3050","Male","+4g in 2025",2030,57446.55,68125,81581.3,"3050 Male +4g in 2025"
"887","3600","Male","+4g in 2025",2030,54442.725,65118.5,78389.85,"3600 Male +4g in 2025"
"888","4800","Male","+4g in 2025",2030,48037.55,58379,71405.3,"4800 Male +4g in 2025"
"889","0","Female","+4g in 2025",2030,72530.025,84304,97626.575,"0 Female +4g in 2025"
"890","1311","Female","+4g in 2025",2030,69844,81156,94582.875,"1311 Female +4g in 2025"
"891","2400","Female","+4g in 2025",2030,58715.85,69270.5,82393.75,"2400 Female +4g in 2025"
"892","3050","Female","+4g in 2025",2030,54262.3,65127,78093.275,"3050 Female +4g in 2025"
"893","3600","Female","+4g in 2025",2030,50743.5,61415,74159,"3600 Female +4g in 2025"
"894","4800","Female","+4g in 2025",2030,42995.3,53442.5,66374.325,"4800 Female +4g in 2025"
"895","0","Historical","-4g in 2025",2030,67230.425,76996,88385.3,"0 Historical -4g in 2025"
"896","1311","Historical","-4g in 2025",2030,64285.875,74128,85281.95,"1311 Historical -4g in 2025"
"897","2400","Historical","-4g in 2025",2030,53951.95,63411,74678.375,"2400 Historical -4g in 2025"
"898","3050","Historical","-4g in 2025",2030,50075.625,59586,70831.95,"3050 Historical -4g in 2025"
"899","3600","Historical","-4g in 2025",2030,46878.225,56442.5,67805.625,"3600 Historical -4g in 2025"
"900","4800","Historical","-4g in 2025",2030,39821.9,49202.5,60670.95,"4800 Historical -4g in 2025"
"901","0","Pup","-4g in 2025",2030,67067.625,77066.5,88054.675,"0 Pup -4g in 2025"
"902","1311","Pup","-4g in 2025",2030,64489.975,74370,85665.975,"1311 Pup -4g in 2025"
"903","2400","Pup","-4g in 2025",2030,54351.325,64004.5,75151.55,"2400 Pup -4g in 2025"
"904","3050","Pup","-4g in 2025",2030,50790.675,60420,71825.5,"3050 Pup -4g in 2025"
"905","3600","Pup","-4g in 2025",2030,47668.225,57235.5,68463.075,"3600 Pup -4g in 2025"
"906","4800","Pup","-4g in 2025",2030,40962.9,50459.5,61749.7,"4800 Pup -4g in 2025"
"907","0","Adult","-4g in 2025",2030,67045.6,77047.5,88433.375,"0 Adult -4g in 2025"
"908","1311","Adult","-4g in 2025",2030,64178.25,74055.5,85545.2,"1311 Adult -4g in 2025"
"909","2400","Adult","-4g in 2025",2030,53221.4,62721.5,74171.3,"2400 Adult -4g in 2025"
"910","3050","Adult","-4g in 2025",2030,49223.65,58762.5,70212.15,"3050 Adult -4g in 2025"
"911","3600","Adult","-4g in 2025",2030,45955.175,55295.5,66584.225,"3600 Adult -4g in 2025"
"912","4800","Adult","-4g in 2025",2030,38581.125,47955,59143.675,"4800 Adult -4g in 2025"
"913","0","Male","-4g in 2025",2030,67068.75,77008,88258.3,"0 Male -4g in 2025"
"914","1311","Male","-4g in 2025",2030,64530.925,74494,85793.8,"1311 Male -4g in 2025"
"915","2400","Male","-4g in 2025",2030,55203.125,64625,76027.825,"2400 Male -4g in 2025"
"916","3050","Male","-4g in 2025",2030,51718.325,61163,72286.65,"3050 Male -4g in 2025"
"917","3600","Male","-4g in 2025",2030,48613.35,58181.5,69723.275,"3600 Male -4g in 2025"
"918","4800","Male","-4g in 2025",2030,42031.6,51497,62783.125,"4800 Male -4g in 2025"
"919","0","Female","-4g in 2025",2030,67040.525,77004.5,88539.225,"0 Female -4g in 2025"
"920","1311","Female","-4g in 2025",2030,64116.75,73917,85215.4,"1311 Female -4g in 2025"
"921","2400","Female","-4g in 2025",2030,52883.225,62405.5,73630,"2400 Female -4g in 2025"
"922","3050","Female","-4g in 2025",2030,48914.275,58292,69500.325,"3050 Female -4g in 2025"
"923","3600","Female","-4g in 2025",2030,45398.175,54820.5,66011.275,"3600 Female -4g in 2025"
"924","4800","Female","-4g in 2025",2030,37996.125,47214,58716.025,"4800 Female -4g in 2025"
"925","0","Historical","Mean of historical",2031,71915.625,83312.5,95789.65,"0 Historical Mean of historical"
"926","1311","Historical","Mean of historical",2031,68942.15,79717.5,91956.075,"1311 Historical Mean of historical"
"927","2400","Historical","Mean of historical",2031,56450.05,66837.5,78765.3,"2400 Historical Mean of historical"
"928","3050","Historical","Mean of historical",2031,51526.5,62335,74081.8,"3050 Historical Mean of historical"
"929","3600","Historical","Mean of historical",2031,47673.225,58191,70345.2,"3600 Historical Mean of historical"
"930","4800","Historical","Mean of historical",2031,38644.45,49177.5,61354,"4800 Historical Mean of historical"
"931","0","Pup","Mean of historical",2031,71743.925,83311,95645.4,"0 Pup Mean of historical"
"932","1311","Pup","Mean of historical",2031,69053.55,80092,92161.6,"1311 Pup Mean of historical"
"933","2400","Pup","Mean of historical",2031,57067.175,67626.5,79350.45,"2400 Pup Mean of historical"
"934","3050","Pup","Mean of historical",2031,52252.1,63106.5,75172.7,"3050 Pup Mean of historical"
"935","3600","Pup","Mean of historical",2031,48603.25,59236,71534,"3600 Pup Mean of historical"
"936","4800","Pup","Mean of historical",2031,39996.25,50775,62632.675,"4800 Pup Mean of historical"
"937","0","Adult","Mean of historical",2031,71881.375,83256.5,95367.95,"0 Adult Mean of historical"
"938","1311","Adult","Mean of historical",2031,68736.15,79806.5,91702.075,"1311 Adult Mean of historical"
"939","2400","Adult","Mean of historical",2031,55394.75,66048,78023.025,"2400 Adult Mean of historical"
"940","3050","Adult","Mean of historical",2031,50492.075,61104,72908.375,"3050 Adult Mean of historical"
"941","3600","Adult","Mean of historical",2031,45969.75,56798.5,68487.15,"3600 Adult Mean of historical"
"942","4800","Adult","Mean of historical",2031,36783.95,47542.5,59386,"4800 Adult Mean of historical"
"943","0","Male","Mean of historical",2031,71692.5,83373,95659,"0 Male Mean of historical"
"944","1311","Male","Mean of historical",2031,69191.8,80198.5,92693.2,"1311 Male Mean of historical"
"945","2400","Male","Mean of historical",2031,57938.075,68387.5,80417.8,"2400 Male Mean of historical"
"946","3050","Male","Mean of historical",2031,53743.2,64135,76409,"3050 Male Mean of historical"
"947","3600","Male","Mean of historical",2031,49685.95,60628.5,72496.05,"3600 Male Mean of historical"
"948","4800","Male","Mean of historical",2031,41568.35,52391.5,64413.775,"4800 Male Mean of historical"
"949","0","Female","Mean of historical",2031,71973.525,83280.5,95550.425,"0 Female Mean of historical"
"950","1311","Female","Mean of historical",2031,68541.5,79611.5,91800.05,"1311 Female Mean of historical"
"951","2400","Female","Mean of historical",2031,54868.875,65448,77222.45,"2400 Female Mean of historical"
"952","3050","Female","Mean of historical",2031,49796.325,60310.5,72198.175,"3050 Female Mean of historical"
"953","3600","Female","Mean of historical",2031,45381.4,55944,68198.625,"3600 Female Mean of historical"
"954","4800","Female","Mean of historical",2031,35505.075,46287,58532.8,"4800 Female Mean of historical"
"955","0","Historical","+0.2g/yr",2031,72848.85,84368,96520.95,"0 Historical +0.2g/yr"
"956","1311","Historical","+0.2g/yr",2031,69935.075,80943,93249.075,"1311 Historical +0.2g/yr"
"957","2400","Historical","+0.2g/yr",2031,57196.875,67819.5,79685.525,"2400 Historical +0.2g/yr"
"958","3050","Historical","+0.2g/yr",2031,52357.175,63164,75091.475,"3050 Historical +0.2g/yr"
"959","3600","Historical","+0.2g/yr",2031,48289.75,59140.5,71048.2,"3600 Historical +0.2g/yr"
"960","4800","Historical","+0.2g/yr",2031,39422.175,50154,62226.55,"4800 Historical +0.2g/yr"
"961","0","Pup","+0.2g/yr",2031,72736.4,84353.5,96709.525,"0 Pup +0.2g/yr"
"962","1311","Pup","+0.2g/yr",2031,70065.7,81159,93260.225,"1311 Pup +0.2g/yr"
"963","2400","Pup","+0.2g/yr",2031,57850.6,68621.5,80600.175,"2400 Pup +0.2g/yr"
"964","3050","Pup","+0.2g/yr",2031,53029.45,64162,76294.9,"3050 Pup +0.2g/yr"
"965","3600","Pup","+0.2g/yr",2031,49401.975,60217,72154.375,"3600 Pup +0.2g/yr"
"966","4800","Pup","+0.2g/yr",2031,40691,51616.5,64261.475,"4800 Pup +0.2g/yr"
"967","0","Adult","+0.2g/yr",2031,72776.425,84446,96762.925,"0 Adult +0.2g/yr"
"968","1311","Adult","+0.2g/yr",2031,69706.025,80915,93176.375,"1311 Adult +0.2g/yr"
"969","2400","Adult","+0.2g/yr",2031,56331.575,67088.5,78901.05,"2400 Adult +0.2g/yr"
"970","3050","Adult","+0.2g/yr",2031,51165.65,62038.5,74144.25,"3050 Adult +0.2g/yr"
"971","3600","Adult","+0.2g/yr",2031,46955.3,57764,69956.325,"3600 Adult +0.2g/yr"
"972","4800","Adult","+0.2g/yr",2031,37387.875,48325,60365.55,"4800 Adult +0.2g/yr"
"973","0","Male","+0.2g/yr",2031,72575.4,84308.5,96703.1,"0 Male +0.2g/yr"
"974","1311","Male","+0.2g/yr",2031,70198.375,81405.5,93700.3,"1311 Male +0.2g/yr"
"975","2400","Male","+0.2g/yr",2031,58318.525,69440,81778.95,"2400 Male +0.2g/yr"
"976","3050","Male","+0.2g/yr",2031,54117.25,65267.5,77455.65,"3050 Male +0.2g/yr"
"977","3600","Male","+0.2g/yr",2031,50625.625,61540.5,73765.525,"3600 Male +0.2g/yr"
"978","4800","Male","+0.2g/yr",2031,42284.85,53239.5,65865.8,"4800 Male +0.2g/yr"
"979","0","Female","+0.2g/yr",2031,72776.1,84409,96972.95,"0 Female +0.2g/yr"
"980","1311","Female","+0.2g/yr",2031,69642.175,80665,93077.375,"1311 Female +0.2g/yr"
"981","2400","Female","+0.2g/yr",2031,55645.975,66359.5,78294.825,"2400 Female +0.2g/yr"
"982","3050","Female","+0.2g/yr",2031,50504.375,61371.5,73087.125,"3050 Female +0.2g/yr"
"983","3600","Female","+0.2g/yr",2031,45724.025,56833.5,68925.9,"3600 Female +0.2g/yr"
"984","4800","Female","+0.2g/yr",2031,36219.325,47171.5,59465.25,"4800 Female +0.2g/yr"
"985","0","Historical","-0.2g/yr",2031,71148.55,82642,94725.075,"0 Historical -0.2g/yr"
"986","1311","Historical","-0.2g/yr",2031,68242.1,79174,91140.275,"1311 Historical -0.2g/yr"
"987","2400","Historical","-0.2g/yr",2031,55477.55,66122,77947.3,"2400 Historical -0.2g/yr"
"988","3050","Historical","-0.2g/yr",2031,51131.775,61567.5,73519.3,"3050 Historical -0.2g/yr"
"989","3600","Historical","-0.2g/yr",2031,46995.125,57584.5,69531.575,"3600 Historical -0.2g/yr"
"990","4800","Historical","-0.2g/yr",2031,38164.525,48675.5,60408.85,"4800 Historical -0.2g/yr"
"991","0","Pup","-0.2g/yr",2031,71376.075,82546.5,94746.775,"0 Pup -0.2g/yr"
"992","1311","Pup","-0.2g/yr",2031,68364.55,79349.5,91616.35,"1311 Pup -0.2g/yr"
"993","2400","Pup","-0.2g/yr",2031,56267.975,66926.5,78534.7,"2400 Pup -0.2g/yr"
"994","3050","Pup","-0.2g/yr",2031,51930.075,62438.5,74283.6,"3050 Pup -0.2g/yr"
"995","3600","Pup","-0.2g/yr",2031,48114.675,58527.5,70699.85,"3600 Pup -0.2g/yr"
"996","4800","Pup","-0.2g/yr",2031,39588.7,50152.5,62324.125,"4800 Pup -0.2g/yr"
"997","0","Adult","-0.2g/yr",2031,71378.5,82564.5,94840.45,"0 Adult -0.2g/yr"
"998","1311","Adult","-0.2g/yr",2031,68137.35,79126.5,91176.775,"1311 Adult -0.2g/yr"
"999","2400","Adult","-0.2g/yr",2031,55222.375,65343.5,77251.3,"2400 Adult -0.2g/yr"
"1000","3050","Adult","-0.2g/yr",2031,49982.325,60437,72239.3,"3050 Adult -0.2g/yr"
"1001","3600","Adult","-0.2g/yr",2031,45818.75,56311,68269.1,"3600 Adult -0.2g/yr"
"1002","4800","Adult","-0.2g/yr",2031,36609.4,47047.5,59085.825,"4800 Adult -0.2g/yr"
"1003","0","Male","-0.2g/yr",2031,71337.7,82583,94747.075,"0 Male -0.2g/yr"
"1004","1311","Male","-0.2g/yr",2031,68533.425,79487,91614,"1311 Male -0.2g/yr"
"1005","2400","Male","-0.2g/yr",2031,57293.2,67777.5,79453.75,"2400 Male -0.2g/yr"
"1006","3050","Male","-0.2g/yr",2031,53131.875,63526.5,75270.3,"3050 Male -0.2g/yr"
"1007","3600","Male","-0.2g/yr",2031,49325.95,59911,71789.575,"3600 Male -0.2g/yr"
"1008","4800","Male","-0.2g/yr",2031,41230.9,51755,63602.85,"4800 Male -0.2g/yr"
"1009","0","Female","-0.2g/yr",2031,71174.8,82549.5,94823.325,"0 Female -0.2g/yr"
"1010","1311","Female","-0.2g/yr",2031,67977.275,79038,91077.775,"1311 Female -0.2g/yr"
"1011","2400","Female","-0.2g/yr",2031,54246,64772.5,76582.525,"2400 Female -0.2g/yr"
"1012","3050","Female","-0.2g/yr",2031,49217.75,59681,71580.1,"3050 Female -0.2g/yr"
"1013","3600","Female","-0.2g/yr",2031,44874.95,55414.5,67328.15,"3600 Female -0.2g/yr"
"1014","4800","Female","-0.2g/yr",2031,35247,45831,57679.125,"4800 Female -0.2g/yr"
"1015","0","Historical","+4g in 2025",2031,75470.925,89626.5,104452.325,"0 Historical +4g in 2025"
"1016","1311","Historical","+4g in 2025",2031,73147.45,86257,101154.925,"1311 Historical +4g in 2025"
"1017","2400","Historical","+4g in 2025",2031,61248.9,73438.5,87474.325,"2400 Historical +4g in 2025"
"1018","3050","Historical","+4g in 2025",2031,56303.075,68664,82612.9,"3050 Historical +4g in 2025"
"1019","3600","Historical","+4g in 2025",2031,52289.275,64498.5,78606.95,"3600 Historical +4g in 2025"
"1020","4800","Historical","+4g in 2025",2031,43115.9,55370.5,69440.625,"4800 Historical +4g in 2025"
"1021","0","Pup","+4g in 2025",2031,75510.275,89711.5,104367.525,"0 Pup +4g in 2025"
"1022","1311","Pup","+4g in 2025",2031,73327.6,86471.5,100917.3,"1311 Pup +4g in 2025"
"1023","2400","Pup","+4g in 2025",2031,61874,74055,88557.725,"2400 Pup +4g in 2025"
"1024","3050","Pup","+4g in 2025",2031,57519.525,69566.5,83796.2,"3050 Pup +4g in 2025"
"1025","3600","Pup","+4g in 2025",2031,53637.625,65735.5,80036.675,"3600 Pup +4g in 2025"
"1026","4800","Pup","+4g in 2025",2031,45117.325,56894.5,71165.35,"4800 Pup +4g in 2025"
"1027","0","Adult","+4g in 2025",2031,75473.475,89652.5,104520.05,"0 Adult +4g in 2025"
"1028","1311","Adult","+4g in 2025",2031,72847.9,86185,100836.575,"1311 Adult +4g in 2025"
"1029","2400","Adult","+4g in 2025",2031,60329.625,72433.5,86651.65,"2400 Adult +4g in 2025"
"1030","3050","Adult","+4g in 2025",2031,55419.225,67352,81498.7,"3050 Adult +4g in 2025"
"1031","3600","Adult","+4g in 2025",2031,51403.6,63098,76903.2,"3600 Adult +4g in 2025"
"1032","4800","Adult","+4g in 2025",2031,41462.95,53423.5,67708.625,"4800 Adult +4g in 2025"
"1033","0","Male","+4g in 2025",2031,75359.375,89695.5,104637.575,"0 Male +4g in 2025"
"1034","1311","Male","+4g in 2025",2031,73305.65,86672,101326.175,"1311 Male +4g in 2025"
"1035","2400","Male","+4g in 2025",2031,62943.8,74959.5,89396.95,"2400 Male +4g in 2025"
"1036","3050","Male","+4g in 2025",2031,58573.925,70772,85170.525,"3050 Male +4g in 2025"
"1037","3600","Male","+4g in 2025",2031,55212.2,66948.5,81374.6,"3600 Male +4g in 2025"
"1038","4800","Male","+4g in 2025",2031,47084.475,58669.5,73033.125,"4800 Male +4g in 2025"
"1039","0","Female","+4g in 2025",2031,75419.05,89726.5,104399.025,"0 Female +4g in 2025"
"1040","1311","Female","+4g in 2025",2031,73037.1,86017.5,100687,"1311 Female +4g in 2025"
"1041","2400","Female","+4g in 2025",2031,59794.75,71781,86215.1,"2400 Female +4g in 2025"
"1042","3050","Female","+4g in 2025",2031,54641.95,66469,80825.9,"3050 Female +4g in 2025"
"1043","3600","Female","+4g in 2025",2031,50286.6,62052,75778.425,"3600 Female +4g in 2025"
"1044","4800","Female","+4g in 2025",2031,40629.025,51990,66321.15,"4800 Female +4g in 2025"
"1045","0","Historical","-4g in 2025",2031,70628.5,81345.5,93123.075,"0 Historical -4g in 2025"
"1046","1311","Historical","-4g in 2025",2031,67091.525,77878,89793.725,"1311 Historical -4g in 2025"
"1047","2400","Historical","-4g in 2025",2031,54697.85,64880,77070.025,"2400 Historical -4g in 2025"
"1048","3050","Historical","-4g in 2025",2031,49912.825,60214,72160.25,"3050 Historical -4g in 2025"
"1049","3600","Historical","-4g in 2025",2031,46034.7,56258,68463.55,"3600 Historical -4g in 2025"
"1050","4800","Historical","-4g in 2025",2031,37309.55,47424,59694.425,"4800 Historical -4g in 2025"
"1051","0","Pup","-4g in 2025",2031,70577.05,81331,92946.125,"0 Pup -4g in 2025"
"1052","1311","Pup","-4g in 2025",2031,67471.675,78123,90015.425,"1311 Pup -4g in 2025"
"1053","2400","Pup","-4g in 2025",2031,55233.85,65542.5,77472.65,"2400 Pup -4g in 2025"
"1054","3050","Pup","-4g in 2025",2031,50793.925,61161.5,73286.3,"3050 Pup -4g in 2025"
"1055","3600","Pup","-4g in 2025",2031,46845.475,57277.5,69284.7,"3600 Pup -4g in 2025"
"1056","4800","Pup","-4g in 2025",2031,38622.8,48877,60919.425,"4800 Pup -4g in 2025"
"1057","0","Adult","-4g in 2025",2031,70525.5,81358,93093.725,"0 Adult -4g in 2025"
"1058","1311","Adult","-4g in 2025",2031,67127.25,77744.5,89656.15,"1311 Adult -4g in 2025"
"1059","2400","Adult","-4g in 2025",2031,53898.825,64063,76290.2,"2400 Adult -4g in 2025"
"1060","3050","Adult","-4g in 2025",2031,48978.575,59213,71138.825,"3050 Adult -4g in 2025"
"1061","3600","Adult","-4g in 2025",2031,44826.95,54893,66970.375,"3600 Adult -4g in 2025"
"1062","4800","Adult","-4g in 2025",2031,35561.2,45768,57855.025,"4800 Adult -4g in 2025"
"1063","0","Male","-4g in 2025",2031,70490.525,81362,92935.225,"0 Male -4g in 2025"
"1064","1311","Male","-4g in 2025",2031,67607.4,78291.5,90200.775,"1311 Male -4g in 2025"
"1065","2400","Male","-4g in 2025",2031,56221.15,66425,78725.2,"2400 Male -4g in 2025"
"1066","3050","Male","-4g in 2025",2031,52094,62215.5,74107.225,"3050 Male -4g in 2025"
"1067","3600","Male","-4g in 2025",2031,48433.7,58570.5,70795.1,"3600 Male -4g in 2025"
"1068","4800","Male","-4g in 2025",2031,40334.075,50510,62692.9,"4800 Male -4g in 2025"
"1069","0","Female","-4g in 2025",2031,70383.75,81290.5,93144.325,"0 Female -4g in 2025"
"1070","1311","Female","-4g in 2025",2031,67031.075,77562.5,89768.85,"1311 Female -4g in 2025"
"1071","2400","Female","-4g in 2025",2031,53124.55,63455,75402.85,"2400 Female -4g in 2025"
"1072","3050","Female","-4g in 2025",2031,48208.975,58370,70248.85,"3050 Female -4g in 2025"
"1073","3600","Female","-4g in 2025",2031,43920.175,54079.5,66236.075,"3600 Female -4g in 2025"
"1074","4800","Female","-4g in 2025",2031,34720.725,44664,56956.05,"4800 Female -4g in 2025"
"1075","0","Historical","Mean of historical",2032,74087.65,87770.5,101414.8,"0 Historical Mean of historical"
"1076","1311","Historical","Mean of historical",2032,71307.65,83831.5,97359.95,"1311 Historical Mean of historical"
"1077","2400","Historical","Mean of historical",2032,57461.775,68650,81594.925,"2400 Historical Mean of historical"
"1078","3050","Historical","Mean of historical",2032,51583.775,63191.5,75765.7,"3050 Historical Mean of historical"
