"","Scenario","Hunting_bias","Herring_quality","year","lb","md","ub","group"
"7875","2400","Male","+0.2g/yr",2077,79164.675,118414,189822.275,"2400 Male +0.2g/yr"
"7876","3050","Male","+0.2g/yr",2077,77565.45,117231,188595.45,"3050 Male +0.2g/yr"
"7877","3600","Male","+0.2g/yr",2077,75175.9,115564,187273.575,"3600 Male +0.2g/yr"
"7878","4800","Male","+0.2g/yr",2077,0,18396.5,161283.175,"4800 Male +0.2g/yr"
"7879","0","Female","+0.2g/yr",2077,83248.15,123841.5,196097.225,"0 Female +0.2g/yr"
"7880","1311","Female","+0.2g/yr",2077,82198.275,122190,194388.8,"1311 Female +0.2g/yr"
"7881","2400","Female","+0.2g/yr",2077,75740.65,116086.5,188005.875,"2400 Female +0.2g/yr"
"7882","3050","Female","+0.2g/yr",2077,25044.425,109637,178975.25,"3050 Female +0.2g/yr"
"7883","3600","Female","+0.2g/yr",2077,0,27562,158511.075,"3600 Female +0.2g/yr"
"7884","4800","Female","+0.2g/yr",2077,0,0,0,"4800 Female +0.2g/yr"
"7885","0","Historical","-0.2g/yr",2077,80473.625,119282.5,187311.425,"0 Historical -0.2g/yr"
"7886","1311","Historical","-0.2g/yr",2077,79327.275,117707,185626.075,"1311 Historical -0.2g/yr"
"7887","2400","Historical","-0.2g/yr",2077,71611.975,109963.5,177643,"2400 Historical -0.2g/yr"
"7888","3050","Historical","-0.2g/yr",2077,22822.225,100717.5,163408.875,"3050 Historical -0.2g/yr"
"7889","3600","Historical","-0.2g/yr",2077,0,41120,135636,"3600 Historical -0.2g/yr"
"7890","4800","Historical","-0.2g/yr",2077,0,0,0,"4800 Historical -0.2g/yr"
"7891","0","Pup","-0.2g/yr",2077,80540.975,119404.5,187217.9,"0 Pup -0.2g/yr"
"7892","1311","Pup","-0.2g/yr",2077,79468.425,117653.5,185420.6,"1311 Pup -0.2g/yr"
"7893","2400","Pup","-0.2g/yr",2077,72569.4,110296.5,178346,"2400 Pup -0.2g/yr"
"7894","3050","Pup","-0.2g/yr",2077,44168.875,102800.5,165958.825,"3050 Pup -0.2g/yr"
"7895","3600","Pup","-0.2g/yr",2077,0,65906,143729.025,"3600 Pup -0.2g/yr"
"7896","4800","Pup","-0.2g/yr",2077,0,0,0,"4800 Pup -0.2g/yr"
"7897","0","Adult","-0.2g/yr",2077,80593.475,119312,187432.4,"0 Adult -0.2g/yr"
"7898","1311","Adult","-0.2g/yr",2077,79184,117518,185274.975,"1311 Adult -0.2g/yr"
"7899","2400","Adult","-0.2g/yr",2077,70039.175,109018.5,174608.225,"2400 Adult -0.2g/yr"
"7900","3050","Adult","-0.2g/yr",2077,0,92435.5,158004.3,"3050 Adult -0.2g/yr"
"7901","3600","Adult","-0.2g/yr",2077,0,0,121455.925,"3600 Adult -0.2g/yr"
"7902","4800","Adult","-0.2g/yr",2077,0,0,0,"4800 Adult -0.2g/yr"
"7903","0","Male","-0.2g/yr",2077,80599.8,119375.5,186944.375,"0 Male -0.2g/yr"
"7904","1311","Male","-0.2g/yr",2077,79607.375,118050.5,185780.55,"1311 Male -0.2g/yr"
"7905","2400","Male","-0.2g/yr",2077,74136.85,112274.5,179632.375,"2400 Male -0.2g/yr"
"7906","3050","Male","-0.2g/yr",2077,69905.225,108890.5,174665.85,"3050 Male -0.2g/yr"
"7907","3600","Male","-0.2g/yr",2077,4060.87500000001,99472,163363.95,"3600 Male -0.2g/yr"
"7908","4800","Male","-0.2g/yr",2077,0,0,75251.725,"4800 Male -0.2g/yr"
"7909","0","Female","-0.2g/yr",2077,80755.35,119327,186837.85,"0 Female -0.2g/yr"
"7910","1311","Female","-0.2g/yr",2077,79254.975,117290,184703.225,"1311 Female -0.2g/yr"
"7911","2400","Female","-0.2g/yr",2077,61917.45,105176.5,171263.85,"2400 Female -0.2g/yr"
"7912","3050","Female","-0.2g/yr",2077,0,52821.5,137676.475,"3050 Female -0.2g/yr"
"7913","3600","Female","-0.2g/yr",2077,0,0,57916.975,"3600 Female -0.2g/yr"
"7914","4800","Female","-0.2g/yr",2077,0,0,0,"4800 Female -0.2g/yr"
"7915","0","Historical","+4g in 2025",2077,82938.825,123173.5,194582,"0 Historical +4g in 2025"
"7916","1311","Historical","+4g in 2025",2077,81797.675,121493,193342.525,"1311 Historical +4g in 2025"
"7917","2400","Historical","+4g in 2025",2077,77264.05,116606,187779.775,"2400 Historical +4g in 2025"
"7918","3050","Historical","+4g in 2025",2077,74085.225,114416,184799.15,"3050 Historical +4g in 2025"
"7919","3600","Historical","+4g in 2025",2077,54995.025,110326,181696.575,"3600 Historical +4g in 2025"
"7920","4800","Historical","+4g in 2025",2077,0,0,144469.525,"4800 Historical +4g in 2025"
"7921","0","Pup","+4g in 2025",2077,82854.75,123233.5,194927.5,"0 Pup +4g in 2025"
"7922","1311","Pup","+4g in 2025",2077,82030.15,121725,193314.55,"1311 Pup +4g in 2025"
"7923","2400","Pup","+4g in 2025",2077,77746.325,116824,187941.95,"2400 Pup +4g in 2025"
"7924","3050","Pup","+4g in 2025",2077,74629,114871.5,185679.575,"3050 Pup +4g in 2025"
"7925","3600","Pup","+4g in 2025",2077,68580.75,111479.5,182316.85,"3600 Pup +4g in 2025"
"7926","4800","Pup","+4g in 2025",2077,0,0,154143.15,"4800 Pup +4g in 2025"
"7927","0","Adult","+4g in 2025",2077,83035.6,123131,194963.375,"0 Adult +4g in 2025"
"7928","1311","Adult","+4g in 2025",2077,81896.575,121658.5,193008.8,"1311 Adult +4g in 2025"
"7929","2400","Adult","+4g in 2025",2077,76889.9,116129.5,187590.225,"2400 Adult +4g in 2025"
"7930","3050","Adult","+4g in 2025",2077,72365.1,113312.5,183717.225,"3050 Adult +4g in 2025"
"7931","3600","Adult","+4g in 2025",2077,0,106336.5,176791.375,"3600 Adult +4g in 2025"
"7932","4800","Adult","+4g in 2025",2077,0,0,107263.35,"4800 Adult +4g in 2025"
"7933","0","Male","+4g in 2025",2077,82845.075,122969.5,194752.2,"0 Male +4g in 2025"
"7934","1311","Male","+4g in 2025",2077,82208.65,121856,193447.475,"1311 Male +4g in 2025"
"7935","2400","Male","+4g in 2025",2077,78586.6,117766.5,189207.825,"2400 Male +4g in 2025"
"7936","3050","Male","+4g in 2025",2077,77077.05,116167.5,187418.425,"3050 Male +4g in 2025"
"7937","3600","Male","+4g in 2025",2077,74174.85,114607.5,185792.55,"3600 Male +4g in 2025"
"7938","4800","Male","+4g in 2025",2077,0,98000.5,170994.575,"4800 Male +4g in 2025"
"7939","0","Female","+4g in 2025",2077,82827.8,123022,194999.1,"0 Female +4g in 2025"
"7940","1311","Female","+4g in 2025",2077,81609.2,121540,192863.7,"1311 Female +4g in 2025"
"7941","2400","Female","+4g in 2025",2077,75155.925,115057.5,186390.9,"2400 Female +4g in 2025"
"7942","3050","Female","+4g in 2025",2077,60263.05,110424,181602.775,"3050 Female +4g in 2025"
"7943","3600","Female","+4g in 2025",2077,0,92272,170710.3,"3600 Female +4g in 2025"
"7944","4800","Female","+4g in 2025",2077,0,0,0,"4800 Female +4g in 2025"
"7945","0","Historical","-4g in 2025",2077,80575.475,119613.5,187172.525,"0 Historical -4g in 2025"
"7946","1311","Historical","-4g in 2025",2077,79469.325,118051.5,185598.95,"1311 Historical -4g in 2025"
"7947","2400","Historical","-4g in 2025",2077,72483.425,110878.5,176891.725,"2400 Historical -4g in 2025"
"7948","3050","Historical","-4g in 2025",2077,3783.97500000001,99779,163290.975,"3050 Historical -4g in 2025"
"7949","3600","Historical","-4g in 2025",2077,0,22432.5,134771.325,"3600 Historical -4g in 2025"
"7950","4800","Historical","-4g in 2025",2077,0,0,0,"4800 Historical -4g in 2025"
"7951","0","Pup","-4g in 2025",2077,80650.125,119612,187490.875,"0 Pup -4g in 2025"
"7952","1311","Pup","-4g in 2025",2077,79731.375,118132,185527.05,"1311 Pup -4g in 2025"
"7953","2400","Pup","-4g in 2025",2077,74206.7,111061.5,178406.5,"2400 Pup -4g in 2025"
"7954","3050","Pup","-4g in 2025",2077,31982.45,102953.5,166765.225,"3050 Pup -4g in 2025"
"7955","3600","Pup","-4g in 2025",2077,0,55956,141104.85,"3600 Pup -4g in 2025"
"7956","4800","Pup","-4g in 2025",2077,0,0,0,"4800 Pup -4g in 2025"
"7957","0","Adult","-4g in 2025",2077,80559.5,119607,187373.1,"0 Adult -4g in 2025"
"7958","1311","Adult","-4g in 2025",2077,79509.85,117990,185175.4,"1311 Adult -4g in 2025"
"7959","2400","Adult","-4g in 2025",2077,70214,109630.5,174887.875,"2400 Adult -4g in 2025"
"7960","3050","Adult","-4g in 2025",2077,0,90789,158562.525,"3050 Adult -4g in 2025"
"7961","3600","Adult","-4g in 2025",2077,0,0,116361.65,"3600 Adult -4g in 2025"
"7962","4800","Adult","-4g in 2025",2077,0,0,0,"4800 Adult -4g in 2025"
"7963","0","Male","-4g in 2025",2077,80542.1,119660.5,187250.225,"0 Male -4g in 2025"
"7964","1311","Male","-4g in 2025",2077,79745.625,118347.5,185673.6,"1311 Male -4g in 2025"
"7965","2400","Male","-4g in 2025",2077,75195.8,112854,180051.7,"2400 Male -4g in 2025"
"7966","3050","Male","-4g in 2025",2077,70280.2,109572.5,175184,"3050 Male -4g in 2025"
"7967","3600","Male","-4g in 2025",2077,0,99233.5,163670.4,"3600 Male -4g in 2025"
"7968","4800","Male","-4g in 2025",2077,0,0,68371.25,"4800 Male -4g in 2025"
"7969","0","Female","-4g in 2025",2077,80675.975,119641.5,187126.2,"0 Female -4g in 2025"
"7970","1311","Female","-4g in 2025",2077,79459.125,117832.5,185234.95,"1311 Female -4g in 2025"
"7971","2400","Female","-4g in 2025",2077,59663.575,105524,170456.4,"2400 Female -4g in 2025"
"7972","3050","Female","-4g in 2025",2077,0,39474,135675.275,"3050 Female -4g in 2025"
"7973","3600","Female","-4g in 2025",2077,0,0,58110.575,"3600 Female -4g in 2025"
"7974","4800","Female","-4g in 2025",2077,0,0,0,"4800 Female -4g in 2025"
"7975","0","Historical","Mean of historical",2078,80973.125,120266,188377.1,"0 Historical Mean of historical"
"7976","1311","Historical","Mean of historical",2078,79905.2,118740,186724.35,"1311 Historical Mean of historical"
"7977","2400","Historical","Mean of historical",2078,74823.625,112496.5,180658.45,"2400 Historical Mean of historical"
"7978","3050","Historical","Mean of historical",2078,60944.725,107767,172589.725,"3050 Historical Mean of historical"
"7979","3600","Historical","Mean of historical",2078,0,80012.5,152856.25,"3600 Historical Mean of historical"
"7980","4800","Historical","Mean of historical",2078,0,0,0,"4800 Historical Mean of historical"
"7981","0","Pup","Mean of historical",2078,80967.025,120293.5,188035.525,"0 Pup Mean of historical"
"7982","1311","Pup","Mean of historical",2078,80054.2,118744.5,186586.65,"1311 Pup Mean of historical"
"7983","2400","Pup","Mean of historical",2078,74963.425,112808.5,180368.7,"2400 Pup Mean of historical"
"7984","3050","Pup","Mean of historical",2078,66386.9,108764,174898.4,"3050 Pup Mean of historical"
"7985","3600","Pup","Mean of historical",2078,0,89657,157721,"3600 Pup Mean of historical"
"7986","4800","Pup","Mean of historical",2078,0,0,0,"4800 Pup Mean of historical"
"7987","0","Adult","Mean of historical",2078,80987.8,120247,188083,"0 Adult Mean of historical"
"7988","1311","Adult","Mean of historical",2078,79948.85,118716,186514.325,"1311 Adult Mean of historical"
"7989","2400","Adult","Mean of historical",2078,73818.825,111784,179225.475,"2400 Adult Mean of historical"
"7990","3050","Adult","Mean of historical",2078,8047.575,102615,169117.525,"3050 Adult Mean of historical"
"7991","3600","Adult","Mean of historical",2078,0,8826.5,139356.5,"3600 Adult Mean of historical"
"7992","4800","Adult","Mean of historical",2078,0,0,0,"4800 Adult Mean of historical"
"7993","0","Male","Mean of historical",2078,81069.35,120366,188302.1,"0 Male Mean of historical"
"7994","1311","Male","Mean of historical",2078,80129.825,118927.5,186964.2,"1311 Male Mean of historical"
"7995","2400","Male","Mean of historical",2078,76440.8,114293.5,181466.35,"2400 Male Mean of historical"
"7996","3050","Male","Mean of historical",2078,73425.375,111923,179236.375,"3050 Male Mean of historical"
"7997","3600","Male","Mean of historical",2078,54083.25,107161.5,172716.525,"3600 Male Mean of historical"
"7998","4800","Male","Mean of historical",2078,0,0,109689.1,"4800 Male Mean of historical"
"7999","0","Female","Mean of historical",2078,80916.075,120375,187995.575,"0 Female Mean of historical"
"8000","1311","Female","Mean of historical",2078,79753.825,118476,186028.225,"1311 Female Mean of historical"
"8001","2400","Female","Mean of historical",2078,69976.375,109702,177050.4,"2400 Female Mean of historical"
"8002","3050","Female","Mean of historical",2078,0,83502,154987.625,"3050 Female Mean of historical"
"8003","3600","Female","Mean of historical",2078,0,0,103799.9,"3600 Female Mean of historical"
"8004","4800","Female","Mean of historical",2078,0,0,0,"4800 Female Mean of historical"
"8005","0","Historical","+0.2g/yr",2078,83240.175,123840,195698.95,"0 Historical +0.2g/yr"
"8006","1311","Historical","+0.2g/yr",2078,82220.375,122387.5,194516.575,"1311 Historical +0.2g/yr"
"8007","2400","Historical","+0.2g/yr",2078,77926.9,117488,188755.325,"2400 Historical +0.2g/yr"
"8008","3050","Historical","+0.2g/yr",2078,75246.65,115540.5,186898.575,"3050 Historical +0.2g/yr"
"8009","3600","Historical","+0.2g/yr",2078,0,109702.5,179397.35,"3600 Historical +0.2g/yr"
"8010","4800","Historical","+0.2g/yr",2078,0,0,91991.025,"4800 Historical +0.2g/yr"
"8011","0","Pup","+0.2g/yr",2078,83290.425,123813,195488.975,"0 Pup +0.2g/yr"
"8012","1311","Pup","+0.2g/yr",2078,82393.075,122273.5,194539.55,"1311 Pup +0.2g/yr"
"8013","2400","Pup","+0.2g/yr",2078,78150.9,117673.5,189376.75,"2400 Pup +0.2g/yr"
"8014","3050","Pup","+0.2g/yr",2078,75248.675,115756,187674.8,"3050 Pup +0.2g/yr"
"8015","3600","Pup","+0.2g/yr",2078,59067.25,111313,183797.725,"3600 Pup +0.2g/yr"
"8016","4800","Pup","+0.2g/yr",2078,0,0,115396,"4800 Pup +0.2g/yr"
"8017","0","Adult","+0.2g/yr",2078,83373.175,123493.5,195548.025,"0 Adult +0.2g/yr"
"8018","1311","Adult","+0.2g/yr",2078,82147.775,122425.5,194482,"1311 Adult +0.2g/yr"
"8019","2400","Adult","+0.2g/yr",2078,77477.2,117151.5,188496.125,"2400 Adult +0.2g/yr"
"8020","3050","Adult","+0.2g/yr",2078,72658.45,114258.5,185089.425,"3050 Adult +0.2g/yr"
"8021","3600","Adult","+0.2g/yr",2078,0,102637.5,174944.025,"3600 Adult +0.2g/yr"
"8022","4800","Adult","+0.2g/yr",2078,0,0,0,"4800 Adult +0.2g/yr"
"8023","0","Male","+0.2g/yr",2078,83185.875,123542.5,195965.825,"0 Male +0.2g/yr"
"8024","1311","Male","+0.2g/yr",2078,82428.225,122738.5,194506.4,"1311 Male +0.2g/yr"
"8025","2400","Male","+0.2g/yr",2078,79324.975,118458.5,190091.55,"2400 Male +0.2g/yr"
"8026","3050","Male","+0.2g/yr",2078,77673,117229,188810.925,"3050 Male +0.2g/yr"
"8027","3600","Male","+0.2g/yr",2078,75099.55,115748,187584.75,"3600 Male +0.2g/yr"
"8028","4800","Male","+0.2g/yr",2078,0,15358.5,161670.95,"4800 Male +0.2g/yr"
"8029","0","Female","+0.2g/yr",2078,83084.5,123666.5,195714.925,"0 Female +0.2g/yr"
"8030","1311","Female","+0.2g/yr",2078,82026.275,122352,194359.775,"1311 Female +0.2g/yr"
"8031","2400","Female","+0.2g/yr",2078,75831.05,115948.5,187885.975,"2400 Female +0.2g/yr"
"8032","3050","Female","+0.2g/yr",2078,23272.75,109843,181693.35,"3050 Female +0.2g/yr"
"8033","3600","Female","+0.2g/yr",2078,0,25515,158745.15,"3600 Female +0.2g/yr"
"8034","4800","Female","+0.2g/yr",2078,0,0,0,"4800 Female +0.2g/yr"
"8035","0","Historical","-0.2g/yr",2078,80534.025,119359.5,187043.075,"0 Historical -0.2g/yr"
"8036","1311","Historical","-0.2g/yr",2078,79208.5,117680,185766.475,"1311 Historical -0.2g/yr"
"8037","2400","Historical","-0.2g/yr",2078,71561.575,110108,178030.925,"2400 Historical -0.2g/yr"
"8038","3050","Historical","-0.2g/yr",2078,20358.15,100649,164667.8,"3050 Historical -0.2g/yr"
"8039","3600","Historical","-0.2g/yr",2078,0,39869.5,136879.55,"3600 Historical -0.2g/yr"
"8040","4800","Historical","-0.2g/yr",2078,0,0,0,"4800 Historical -0.2g/yr"
"8041","0","Pup","-0.2g/yr",2078,80529.225,119288.5,186851.8,"0 Pup -0.2g/yr"
"8042","1311","Pup","-0.2g/yr",2078,79378.5,117702,185391.325,"1311 Pup -0.2g/yr"
"8043","2400","Pup","-0.2g/yr",2078,72159.275,110374.5,178821.925,"2400 Pup -0.2g/yr"
"8044","3050","Pup","-0.2g/yr",2078,43130.525,102964.5,167711.125,"3050 Pup -0.2g/yr"
"8045","3600","Pup","-0.2g/yr",2078,0,65882.5,144895.95,"3600 Pup -0.2g/yr"
"8046","4800","Pup","-0.2g/yr",2078,0,0,0,"4800 Pup -0.2g/yr"
"8047","0","Adult","-0.2g/yr",2078,80563.75,119405.5,187195.55,"0 Adult -0.2g/yr"
"8048","1311","Adult","-0.2g/yr",2078,79036.875,117592,185133.425,"1311 Adult -0.2g/yr"
"8049","2400","Adult","-0.2g/yr",2078,69549.4,108937,174749.925,"2400 Adult -0.2g/yr"
"8050","3050","Adult","-0.2g/yr",2078,0,93274,159256.625,"3050 Adult -0.2g/yr"
"8051","3600","Adult","-0.2g/yr",2078,0,0,122234.85,"3600 Adult -0.2g/yr"
"8052","4800","Adult","-0.2g/yr",2078,0,0,0,"4800 Adult -0.2g/yr"
"8053","0","Male","-0.2g/yr",2078,80738.3,119368,186969.3,"0 Male -0.2g/yr"
"8054","1311","Male","-0.2g/yr",2078,79409.575,117967,185738.125,"1311 Male -0.2g/yr"
"8055","2400","Male","-0.2g/yr",2078,74297.5,112243.5,179964.65,"2400 Male -0.2g/yr"
"8056","3050","Male","-0.2g/yr",2078,69717,108784.5,174647.3,"3050 Male -0.2g/yr"
"8057","3600","Male","-0.2g/yr",2078,0,99729,165188.325,"3600 Male -0.2g/yr"
"8058","4800","Male","-0.2g/yr",2078,0,0,76136.975,"4800 Male -0.2g/yr"
"8059","0","Female","-0.2g/yr",2078,80734.875,119382,186989.35,"0 Female -0.2g/yr"
"8060","1311","Female","-0.2g/yr",2078,79007.85,117398.5,184775.7,"1311 Female -0.2g/yr"
"8061","2400","Female","-0.2g/yr",2078,61412.525,105151,171520.025,"2400 Female -0.2g/yr"
"8062","3050","Female","-0.2g/yr",2078,0,52260.5,138684,"3050 Female -0.2g/yr"
"8063","3600","Female","-0.2g/yr",2078,0,0,57541.025,"3600 Female -0.2g/yr"
"8064","4800","Female","-0.2g/yr",2078,0,0,0,"4800 Female -0.2g/yr"
"8065","0","Historical","+4g in 2025",2078,82903.625,123103,194878.25,"0 Historical +4g in 2025"
"8066","1311","Historical","+4g in 2025",2078,81903.275,121766.5,193491.25,"1311 Historical +4g in 2025"
"8067","2400","Historical","+4g in 2025",2078,77196.125,116657,187846.525,"2400 Historical +4g in 2025"
"8068","3050","Historical","+4g in 2025",2078,74050,114639,185008.475,"3050 Historical +4g in 2025"
"8069","3600","Historical","+4g in 2025",2078,55027.475,110511,181755.2,"3600 Historical +4g in 2025"
"8070","4800","Historical","+4g in 2025",2078,0,0,146373.05,"4800 Historical +4g in 2025"
"8071","0","Pup","+4g in 2025",2078,82795.575,123105,194845.175,"0 Pup +4g in 2025"
"8072","1311","Pup","+4g in 2025",2078,81714.75,121846,193125.2,"1311 Pup +4g in 2025"
"8073","2400","Pup","+4g in 2025",2078,77659.425,116677.5,188421.375,"2400 Pup +4g in 2025"
"8074","3050","Pup","+4g in 2025",2078,74758.675,114685,185849.05,"3050 Pup +4g in 2025"
"8075","3600","Pup","+4g in 2025",2078,68479.925,111528,182443.75,"3600 Pup +4g in 2025"
"8076","4800","Pup","+4g in 2025",2078,0,0,155072.3,"4800 Pup +4g in 2025"
"8077","0","Adult","+4g in 2025",2078,82759.95,123037.5,194703.575,"0 Adult +4g in 2025"
"8078","1311","Adult","+4g in 2025",2078,81881.575,121614.5,192840.975,"1311 Adult +4g in 2025"
"8079","2400","Adult","+4g in 2025",2078,77233.65,116108,187399.5,"2400 Adult +4g in 2025"
"8080","3050","Adult","+4g in 2025",2078,72256.475,113463.5,184668.875,"3050 Adult +4g in 2025"
"8081","3600","Adult","+4g in 2025",2078,0,106560,177396.025,"3600 Adult +4g in 2025"
"8082","4800","Adult","+4g in 2025",2078,0,0,107521.45,"4800 Adult +4g in 2025"
"8083","0","Male","+4g in 2025",2078,82811.075,123076,194603.2,"0 Male +4g in 2025"
"8084","1311","Male","+4g in 2025",2078,82151.625,121993,193626.775,"1311 Male +4g in 2025"
"8085","2400","Male","+4g in 2025",2078,78380.125,117694.5,189300.525,"2400 Male +4g in 2025"
"8086","3050","Male","+4g in 2025",2078,77084.075,116080.5,187538.575,"3050 Male +4g in 2025"
"8087","3600","Male","+4g in 2025",2078,74239.125,114610.5,185747.9,"3600 Male +4g in 2025"
"8088","4800","Male","+4g in 2025",2078,0,98107,172452.525,"4800 Male +4g in 2025"
"8089","0","Female","+4g in 2025",2078,82945.075,123140,194848.075,"0 Female +4g in 2025"
"8090","1311","Female","+4g in 2025",2078,81732.45,121544,193096.875,"1311 Female +4g in 2025"
"8091","2400","Female","+4g in 2025",2078,75202.1,115141.5,186705.6,"2400 Female +4g in 2025"
"8092","3050","Female","+4g in 2025",2078,60404.625,110800.5,182246.625,"3050 Female +4g in 2025"
"8093","3600","Female","+4g in 2025",2078,0,92606.5,171657.2,"3600 Female +4g in 2025"
"8094","4800","Female","+4g in 2025",2078,0,0,0,"4800 Female +4g in 2025"
"8095","0","Historical","-4g in 2025",2078,80622.825,119645.5,187578.925,"0 Historical -4g in 2025"
"8096","1311","Historical","-4g in 2025",2078,79635.775,117999.5,185314.325,"1311 Historical -4g in 2025"
"8097","2400","Historical","-4g in 2025",2078,72682,111003.5,177656.8,"2400 Historical -4g in 2025"
"8098","3050","Historical","-4g in 2025",2078,0,100278.5,163564.5,"3050 Historical -4g in 2025"
"8099","3600","Historical","-4g in 2025",2078,0,20004.5,135588.875,"3600 Historical -4g in 2025"
"8100","4800","Historical","-4g in 2025",2078,0,0,0,"4800 Historical -4g in 2025"
"8101","0","Pup","-4g in 2025",2078,80539.25,119589.5,187321.225,"0 Pup -4g in 2025"
"8102","1311","Pup","-4g in 2025",2078,79629.975,118175.5,185691.3,"1311 Pup -4g in 2025"
"8103","2400","Pup","-4g in 2025",2078,74029.45,111008.5,178346.6,"2400 Pup -4g in 2025"
"8104","3050","Pup","-4g in 2025",2078,30721.15,103041,168065.3,"3050 Pup -4g in 2025"
"8105","3600","Pup","-4g in 2025",2078,0,55899,143179.05,"3600 Pup -4g in 2025"
"8106","4800","Pup","-4g in 2025",2078,0,0,0,"4800 Pup -4g in 2025"
"8107","0","Adult","-4g in 2025",2078,80665.525,119651.5,187302.95,"0 Adult -4g in 2025"
"8108","1311","Adult","-4g in 2025",2078,79625.3,117901,185369.075,"1311 Adult -4g in 2025"
"8109","2400","Adult","-4g in 2025",2078,70227.8,109695.5,175343.85,"2400 Adult -4g in 2025"
"8110","3050","Adult","-4g in 2025",2078,0,91298.5,159856.625,"3050 Adult -4g in 2025"
"8111","3600","Adult","-4g in 2025",2078,0,0,117673.625,"3600 Adult -4g in 2025"
"8112","4800","Adult","-4g in 2025",2078,0,0,0,"4800 Adult -4g in 2025"
"8113","0","Male","-4g in 2025",2078,80527.45,119686.5,187384,"0 Male -4g in 2025"
"8114","1311","Male","-4g in 2025",2078,79813,118336,185895.925,"1311 Male -4g in 2025"
"8115","2400","Male","-4g in 2025",2078,75559.55,112856.5,180200.25,"2400 Male -4g in 2025"
"8116","3050","Male","-4g in 2025",2078,70269.85,109545,175514.025,"3050 Male -4g in 2025"
"8117","3600","Male","-4g in 2025",2078,0,99757.5,163826.4,"3600 Male -4g in 2025"
"8118","4800","Male","-4g in 2025",2078,0,0,68418.275,"4800 Male -4g in 2025"
"8119","0","Female","-4g in 2025",2078,80733.125,119729,187308.6,"0 Female -4g in 2025"
"8120","1311","Female","-4g in 2025",2078,79396.2,117801,185323.625,"1311 Female -4g in 2025"
"8121","2400","Female","-4g in 2025",2078,59834.225,105661,171845.55,"2400 Female -4g in 2025"
"8122","3050","Female","-4g in 2025",2078,0,38355.5,137499.8,"3050 Female -4g in 2025"
"8123","3600","Female","-4g in 2025",2078,0,0,57415.6,"3600 Female -4g in 2025"
"8124","4800","Female","-4g in 2025",2078,0,0,0,"4800 Female -4g in 2025"
"8125","0","Historical","Mean of historical",2079,81066.625,120260.5,187961.1,"0 Historical Mean of historical"
"8126","1311","Historical","Mean of historical",2079,79931.225,118725,186797.95,"1311 Historical Mean of historical"
"8127","2400","Historical","Mean of historical",2079,74723.8,112566,180534.05,"2400 Historical Mean of historical"
"8128","3050","Historical","Mean of historical",2079,61291.9,107883.5,173132.3,"3050 Historical Mean of historical"
"8129","3600","Historical","Mean of historical",2079,0,80572.5,153005.875,"3600 Historical Mean of historical"
"8130","4800","Historical","Mean of historical",2079,0,0,0,"4800 Historical Mean of historical"
"8131","0","Pup","Mean of historical",2079,81185.425,120231.5,188140.85,"0 Pup Mean of historical"
"8132","1311","Pup","Mean of historical",2079,79870.375,118619,186802.425,"1311 Pup Mean of historical"
"8133","2400","Pup","Mean of historical",2079,75084.825,112806.5,180277.175,"2400 Pup Mean of historical"
"8134","3050","Pup","Mean of historical",2079,66822.375,108961,176233.275,"3050 Pup Mean of historical"
"8135","3600","Pup","Mean of historical",2079,0,90400,159983.6,"3600 Pup Mean of historical"
"8136","4800","Pup","Mean of historical",2079,0,0,0,"4800 Pup Mean of historical"
"8137","0","Adult","Mean of historical",2079,81012.9,120304,188086.325,"0 Adult Mean of historical"
"8138","1311","Adult","Mean of historical",2079,79709.85,118768,186344.2,"1311 Adult Mean of historical"
"8139","2400","Adult","Mean of historical",2079,73613.525,111957.5,179690.075,"2400 Adult Mean of historical"
"8140","3050","Adult","Mean of historical",2079,5248.7,102796,169985.725,"3050 Adult Mean of historical"
"8141","3600","Adult","Mean of historical",2079,0,5377,141100.625,"3600 Adult Mean of historical"
"8142","4800","Adult","Mean of historical",2079,0,0,0,"4800 Adult Mean of historical"
"8143","0","Male","Mean of historical",2079,81023.6,120392,188264.825,"0 Male Mean of historical"
"8144","1311","Male","Mean of historical",2079,80147.875,119166,186918.025,"1311 Male Mean of historical"
"8145","2400","Male","Mean of historical",2079,76433.4,114482,181682.5,"2400 Male Mean of historical"
"8146","3050","Male","Mean of historical",2079,73369.3,111935.5,179385.575,"3050 Male Mean of historical"
"8147","3600","Male","Mean of historical",2079,54122.925,107484,172830.275,"3600 Male Mean of historical"
"8148","4800","Male","Mean of historical",2079,0,0,110778.7,"4800 Male Mean of historical"
"8149","0","Female","Mean of historical",2079,80912.3,120373,188164.4,"0 Female Mean of historical"
"8150","1311","Female","Mean of historical",2079,79944.45,118471.5,186092.525,"1311 Female Mean of historical"
"8151","2400","Female","Mean of historical",2079,70392.575,109749,177171.75,"2400 Female Mean of historical"
"8152","3050","Female","Mean of historical",2079,0,84086.5,155891.25,"3050 Female Mean of historical"
"8153","3600","Female","Mean of historical",2079,0,0,104730.725,"3600 Female Mean of historical"
"8154","4800","Female","Mean of historical",2079,0,0,0,"4800 Female Mean of historical"
"8155","0","Historical","+0.2g/yr",2079,83601.35,123472.5,195615.9,"0 Historical +0.2g/yr"
"8156","1311","Historical","+0.2g/yr",2079,82197.925,122518.5,194307.025,"1311 Historical +0.2g/yr"
